# Iterations, training_loss
0.000000000000000000e+00,2.514976005230096234e-09
8.131147540983606632e+03,2.331724223425535314e-11
1.626229508196721326e+04,2.235284353446775896e-11
2.439344262295082081e+04,1.211008723855933056e-11
3.252459016393442653e+04,1.092741609004521663e-11
4.065573770491803589e+04,6.165790968071238609e-12
4.878688524590164161e+04,5.842398179828345306e-12
5.691803278688524733e+04,5.431250501425344268e-12
6.504918032786885306e+04,5.176449113103442912e-12
7.318032786885245878e+04,6.148415977735854909e-12
8.131147540983607178e+04,4.638145770230472920e-12
8.944262295081967022e+04,4.603613497355940609e-12
9.757377049180328322e+04,4.613336622438790613e-12
1.057049180327868817e+05,4.664513133384451393e-12
1.138360655737704947e+05,4.757223261153686877e-12
1.219672131147540931e+05,4.890955696001952901e-12
1.300983606557377061e+05,4.677523993135146441e-12
1.382295081967213191e+05,4.861903848268900319e-12
1.463606557377049176e+05,5.092059586486730183e-12
1.544918032786885160e+05,4.515910648900112179e-12
1.626229508196721436e+05,5.189743600142460167e-12
1.707540983606557420e+05,5.020568596275643003e-12
1.788852459016393404e+05,5.362968315963945187e-12
1.870163934426229389e+05,6.655263146138068464e-12
1.951475409836065664e+05,5.046564728605762440e-12
2.032786885245901649e+05,5.461718750876531914e-12
2.114098360655737633e+05,7.202366741204668799e-12
2.195409836065573909e+05,6.970047369131426862e-12
2.276721311475409893e+05,5.699656024926724740e-12
2.358032786885245878e+05,5.545074815982431460e-12
2.439344262295081862e+05,8.215086597096465937e-12
2.520655737704918138e+05,6.181055233617227529e-12
2.601967213114754122e+05,6.015437713918769802e-12
2.683278688524590107e+05,1.156092062359892481e-11
2.764590163934426382e+05,1.114650906297587341e-11
2.845901639344262076e+05,7.029447770395824691e-12
2.927213114754098351e+05,6.833199804601175487e-12
3.008524590163934627e+05,6.646514935648717426e-12
3.089836065573770320e+05,2.678036395073468690e-12
3.171147540983606596e+05,4.456657265450303385e-12
3.252459016393442871e+05,4.380380173168996194e-12
3.333770491803278564e+05,1.952838758756403337e-11
3.415081967213114840e+05,4.797255041127934660e-12
3.496393442622951115e+05,8.334706189105922647e-12
3.577704918032786809e+05,1.752328490645105319e-11
3.659016393442623084e+05,1.692506378103697529e-11
3.740327868852458778e+05,5.388147393536879548e-12
3.821639344262295053e+05,3.341279943697150756e-12
3.902950819672131329e+05,3.334165625881735373e-12
3.984262295081967022e+05,3.478271490275908207e-12
4.065573770491803298e+05,3.646010576785485569e-12
4.146885245901639573e+05,3.628698470176106028e-12
4.228196721311475267e+05,6.683963278686366749e-12
4.309508196721311542e+05,3.819321161419031441e-12
4.390819672131147818e+05,3.803715155348275090e-12
4.472131147540983511e+05,4.092935192157032276e-12
4.553442622950819787e+05,1.215913481011909880e-11
4.634754098360656062e+05,4.053565642869738639e-12
4.716065573770491756e+05,4.572787027506963753e-12
4.797377049180328031e+05,4.538874918275093151e-12
4.878688524590163724e+05,4.506112063346057184e-12
4.960000000000000000e+05,4.768101538599189837e-11
