# Iterations, accuracy
0.000000000000000000e+00,6.850000619888305664e-01
3.333333333333333485e+03,7.980000376701354980e-01
6.666666666666666970e+03,7.980000376701354980e-01
1.000000000000000000e+04,7.980000376701354980e-01
1.333333333333333394e+04,7.985000610351562500e-01
1.666666666666666788e+04,7.960000634193420410e-01
2.000000000000000000e+04,7.965000271797180176e-01
2.333333333333333576e+04,7.970000505447387695e-01
2.666666666666666788e+04,7.970000505447387695e-01
3.000000000000000000e+04,7.970000505447387695e-01
