# Iterations, training_loss
0.000000000000000000e+00,2.093982845544815063e-01
3.333333333333333485e+03,2.102069184184074402e-02
6.666666666666666970e+03,8.172879926860332489e-03
1.000000000000000000e+04,1.657532411627471447e-03
1.333333333333333394e+04,2.973294176626950502e-04
1.666666666666666788e+04,3.717499494086951017e-04
2.000000000000000000e+04,1.475414464948698878e-04
2.333333333333333576e+04,1.780989441613201052e-05
2.666666666666666788e+04,2.672150731086730957e-05
3.000000000000000000e+04,1.273581528948852792e-05
