# Iterations, accuracy
0.000000000000000000e+00,5.560000538825988770e-01
3.054545454545454504e+03,7.530000209808349609e-01
6.109090909090909008e+03,7.630000114440917969e-01
9.163636363636363967e+03,7.680000066757202148e-01
1.221818181818181802e+04,7.735000252723693848e-01
1.527272727272727207e+04,7.820000648498535156e-01
1.832727272727272793e+04,7.825000286102294922e-01
2.138181818181818016e+04,7.860000133514404297e-01
2.443636363636363603e+04,7.905000448226928711e-01
2.749090909090909190e+04,7.900000214576721191e-01
3.054545454545454413e+04,7.915000319480895996e-01
3.360000000000000000e+04,7.910000085830688477e-01
3.665454545454545587e+04,7.905000448226928711e-01
3.970909090909091174e+04,7.910000085830688477e-01
4.276363636363636033e+04,7.910000085830688477e-01
4.581818181818181620e+04,7.915000319480895996e-01
4.887272727272727207e+04,7.905000448226928711e-01
5.192727272727272793e+04,7.915000319480895996e-01
5.498181818181818380e+04,7.930000424385070801e-01
5.803636363636363239e+04,7.935000658035278320e-01
6.109090909090908826e+04,7.950000166893005371e-01
6.414545454545454413e+04,7.945000529289245605e-01
6.720000000000000000e+04,7.940000295639038086e-01
7.025454545454545587e+04,7.940000295639038086e-01
7.330909090909091174e+04,7.935000658035278320e-01
7.636363636363636761e+04,7.930000424385070801e-01
7.941818181818182347e+04,7.935000658035278320e-01
8.247272727272726479e+04,7.950000166893005371e-01
8.552727272727272066e+04,7.955000400543212891e-01
8.858181818181817653e+04,7.945000529289245605e-01
9.163636363636363239e+04,7.935000658035278320e-01
9.469090909090908826e+04,7.940000295639038086e-01
9.774545454545454413e+04,7.940000295639038086e-01
1.008000000000000000e+05,7.940000295639038086e-01
1.038545454545454559e+05,7.935000658035278320e-01
1.069090909090909117e+05,7.935000658035278320e-01
1.099636363636363676e+05,7.930000424385070801e-01
1.130181818181818235e+05,7.930000424385070801e-01
1.160727272727272648e+05,7.930000424385070801e-01
1.191272727272727207e+05,7.925000190734863281e-01
1.221818181818181765e+05,7.925000190734863281e-01
1.252363636363636324e+05,7.925000190734863281e-01
1.282909090909090883e+05,7.925000190734863281e-01
1.313454545454545296e+05,7.915000319480895996e-01
1.344000000000000000e+05,7.915000319480895996e-01
1.374545454545454413e+05,7.910000085830688477e-01
1.405090909090909117e+05,7.910000085830688477e-01
1.435636363636363531e+05,7.915000319480895996e-01
1.466181818181818235e+05,7.915000319480895996e-01
1.496727272727272648e+05,7.915000319480895996e-01
1.527272727272727352e+05,7.915000319480895996e-01
1.557818181818181765e+05,7.915000319480895996e-01
1.588363636363636469e+05,7.915000319480895996e-01
1.618909090909090883e+05,7.915000319480895996e-01
1.649454545454545296e+05,7.910000085830688477e-01
1.680000000000000000e+05,7.910000085830688477e-01
