# Iterations, accuracy
0.000000000000000000e+00,5.751500129699707031e-01
3.066666666666666788e+04,5.763499736785888672e-01
6.133333333333333576e+04,5.818699598312377930e-01
9.200000000000000000e+04,6.184999942779541016e-01
1.226666666666666715e+05,6.668899655342102051e-01
1.533333333333333430e+05,7.112299799919128418e-01
1.840000000000000000e+05,7.457199692726135254e-01
2.146666666666666861e+05,7.711099982261657715e-01
2.453333333333333430e+05,7.896400094032287598e-01
2.760000000000000000e+05,8.033300042152404785e-01
3.066666666666666861e+05,8.135299682617187500e-01
3.373333333333333721e+05,8.213599920272827148e-01
3.680000000000000000e+05,8.266599774360656738e-01
3.986666666666666861e+05,8.311399817466735840e-01
4.293333333333333721e+05,8.350600004196166992e-01
4.600000000000000000e+05,8.371599912643432617e-01
4.906666666666666861e+05,8.391900062561035156e-01
5.213333333333333721e+05,8.413099646568298340e-01
5.520000000000000000e+05,8.425499796867370605e-01
5.826666666666667443e+05,8.438999652862548828e-01
6.133333333333333721e+05,8.447799682617187500e-01
6.440000000000000000e+05,8.456199765205383301e-01
6.746666666666667443e+05,8.462799787521362305e-01
7.053333333333333721e+05,8.468599915504455566e-01
7.360000000000000000e+05,8.475199937820434570e-01
7.666666666666667443e+05,8.477299809455871582e-01
7.973333333333333721e+05,8.485599756240844727e-01
8.280000000000000000e+05,8.484299778938293457e-01
8.586666666666667443e+05,8.486299514770507812e-01
8.893333333333333721e+05,8.489399552345275879e-01
9.200000000000000000e+05,8.490799665451049805e-01
9.506666666666667443e+05,8.493199944496154785e-01
9.813333333333333721e+05,8.495599627494812012e-01
1.012000000000000000e+06,8.495999574661254883e-01
1.042666666666666744e+06,8.495900034904479980e-01
1.073333333333333489e+06,8.496199846267700195e-01
1.104000000000000000e+06,8.501499891281127930e-01
1.134666666666666744e+06,8.499099612236022949e-01
1.165333333333333489e+06,8.499099612236022949e-01
1.196000000000000000e+06,8.501699566841125488e-01
1.226666666666666744e+06,8.499400019645690918e-01
1.257333333333333489e+06,8.499599695205688477e-01
1.288000000000000000e+06,8.499599695205688477e-01
1.318666666666666744e+06,8.499599695205688477e-01
1.349333333333333489e+06,8.504499793052673340e-01
1.380000000000000000e+06,8.501099944114685059e-01
