# Iterations, training_loss
0.000000000000000000e+00,2.355295270681381226e-01
3.066666666666666788e+04,1.960990279912948608e-01
6.133333333333333576e+04,1.960816532373428345e-01
9.200000000000000000e+04,9.039817005395889282e-02
1.226666666666666715e+05,8.062593638896942139e-02
1.533333333333333430e+05,7.520475983619689941e-02
1.840000000000000000e+05,2.689131721854209900e-02
2.146666666666666861e+05,3.747206926345825195e-02
2.453333333333333430e+05,1.693035475909709930e-02
2.760000000000000000e+05,1.159658655524253845e-02
3.066666666666666861e+05,1.470165327191352844e-02
3.373333333333333721e+05,6.454117130488157272e-03
3.680000000000000000e+05,3.965894225984811783e-03
3.986666666666666861e+05,4.425529856234788895e-03
4.293333333333333721e+05,2.098586410284042358e-03
4.600000000000000000e+05,3.021092386916279793e-03
4.906666666666666861e+05,1.595799578353762627e-03
5.213333333333333721e+05,7.095401524566113949e-04
5.520000000000000000e+05,2.674210118129849434e-03
5.826666666666667443e+05,1.732738455757498741e-03
6.133333333333333721e+05,1.833160524256527424e-03
6.440000000000000000e+05,9.266726556234061718e-04
6.746666666666667443e+05,1.145419664680957794e-04
7.053333333333333721e+05,2.017308288486674428e-04
7.360000000000000000e+05,2.317063044756650925e-04
7.666666666666667443e+05,2.160559961339458823e-04
7.973333333333333721e+05,4.037479811813682318e-05
8.280000000000000000e+05,6.436828698497265577e-05
8.586666666666667443e+05,2.295436715940013528e-04
8.893333333333333721e+05,1.452614960726350546e-04
9.200000000000000000e+05,1.014113368000835180e-04
9.506666666666667443e+05,2.445235259074252099e-05
9.813333333333333721e+05,3.475560224615037441e-04
1.012000000000000000e+06,5.441663597594015300e-05
1.042666666666666744e+06,5.048227467341348529e-05
1.073333333333333489e+06,1.626573066459968686e-05
1.104000000000000000e+06,2.965301609947346151e-05
1.134666666666666744e+06,1.643361174501478672e-04
1.165333333333333489e+06,5.245059583103284240e-06
1.196000000000000000e+06,2.033937744272407144e-05
1.226666666666666744e+06,1.986460802072542720e-06
1.257333333333333489e+06,7.616275524924276397e-06
1.288000000000000000e+06,3.286701712568174116e-06
1.318666666666666744e+06,2.594030092950561084e-06
1.349333333333333489e+06,3.205876782885752618e-05
1.380000000000000000e+06,6.283655125116638374e-07
