# Iterations, training_loss
0.000000000000000000e+00,2.754114102572202682e-04
1.935483870967741950e+03,4.043215812998823822e-05
3.870967741935483900e+03,7.539955731772352010e-06
5.806451612903225396e+03,4.628722308552823961e-06
7.741935483870967801e+03,1.207005311698594596e-06
9.677419354838710206e+03,9.134100764640606940e-07
1.161290322580645079e+04,7.042422680569870863e-07
1.354838709677419320e+04,5.982402058180014137e-07
1.548387096774193560e+04,1.850369528710871236e-07
1.741935483870967801e+04,1.266123064169732970e-07
1.935483870967742041e+04,5.989184614918485750e-08
2.129032258064516282e+04,3.105354551280470332e-08
2.322580645161290158e+04,1.791253900762512785e-08
2.516129032258064399e+04,9.907794584762541490e-09
2.709677419354838639e+04,3.544476934180806893e-09
2.903225806451612880e+04,5.210173181779964580e-09
3.096774193548387120e+04,4.219833371621461993e-09
3.290322580645161361e+04,3.857045349775489740e-09
3.483870967741935601e+04,3.525987279928699536e-09
3.677419354838709842e+04,2.082266137293231623e-09
3.870967741935484082e+04,2.743029803298213665e-09
4.064516129032258323e+04,2.469241699998292461e-09
4.258064516129032563e+04,2.244974872667171439e-09
4.451612903225806804e+04,1.241822866759889621e-09
4.645161290322580317e+04,1.871678145803912230e-09
4.838709677419354557e+04,1.763795109965826668e-09
5.032258064516128798e+04,1.646172864688821846e-09
5.225806451612903038e+04,1.543024041872342877e-09
5.419354838709677279e+04,1.452789111233698804e-09
5.612903225806451519e+04,1.372371327690302678e-09
5.806451612903225760e+04,1.300734076004061990e-09
6.000000000000000000e+04,1.236050817254863432e-09
