# Iterations, training_loss
0.000000000000000000e+00,9.955153888741019585e-12
8.131147540983606632e+03,2.322963436190983444e-12
1.626229508196721326e+04,1.534896775651217737e-12
2.439344262295082081e+04,2.007855904109789869e-12
3.252459016393442653e+04,1.251075848821003866e-12
4.065573770491803589e+04,1.452015938041562038e-11
4.878688524590164161e+04,1.695970620885223212e-11
5.691803278688524733e+04,1.952275667516101265e-11
6.504918032786885306e+04,2.217733982567970941e-11
7.318032786885245878e+04,2.486611264118643305e-11
8.131147540983607178e+04,2.741520031823707626e-11
8.944262295081967022e+04,5.205670963737141221e-12
9.757377049180328322e+04,5.901912639161288610e-12
1.057049180327868817e+05,6.637804455394968883e-12
1.138360655737704947e+05,7.463458670531331052e-12
1.219672131147540931e+05,8.007696068734748707e-12
1.300983606557377061e+05,8.543779399239337380e-12
1.382295081967213191e+05,9.571733163016293844e-12
1.463606557377049176e+05,1.007078361675572964e-11
1.544918032786885160e+05,1.154473999037675114e-11
1.626229508196721436e+05,4.510073954924753714e-13
1.707540983606557420e+05,7.440904446417984097e-13
1.788852459016393404e+05,1.275441774764574099e-12
1.870163934426229389e+05,1.474033785656136963e-12
1.951475409836065664e+05,1.459791272237498383e-12
2.032786885245901649e+05,1.445228160236455839e-12
2.114098360655737633e+05,1.416171325173409823e-12
2.195409836065573909e+05,1.371541552205868264e-12
2.276721311475409893e+05,1.350835892796609095e-12
2.358032786885245878e+05,1.337767353490337818e-12
2.439344262295081862e+05,1.300274124482747595e-12
2.520655737704918138e+05,1.277123480754316365e-12
2.601967213114754122e+05,1.251962184097010766e-12
2.683278688524590107e+05,1.219173633576486893e-12
2.764590163934426382e+05,1.196512940809801862e-12
2.845901639344262076e+05,1.104178163832680859e-12
2.927213114754098351e+05,9.846166850596693720e-13
3.008524590163934627e+05,9.209267463200498938e-13
3.089836065573770320e+05,8.407929300707772668e-13
3.171147540983606596e+05,7.863939534280550703e-13
3.252459016393442871e+05,7.169213139812669056e-13
3.333770491803278564e+05,6.610028822039148988e-13
3.415081967213114840e+05,6.103320431515013578e-13
3.496393442622951115e+05,5.589566895274067360e-13
3.577704918032786809e+05,5.130041899094328617e-13
3.659016393442623084e+05,4.571258194023541943e-13
3.740327868852458778e+05,4.324236823650962069e-13
3.821639344262295053e+05,3.790326613770794717e-13
3.902950819672131329e+05,3.469211409031641713e-13
3.984262295081967022e+05,3.092588305667748338e-13
4.065573770491803298e+05,2.834452236723933316e-13
4.146885245901639573e+05,8.488347524870931693e-11
4.228196721311475267e+05,8.549106561561714557e-11
4.309508196721311542e+05,8.608176671476286401e-11
4.390819672131147818e+05,1.969172915006200952e-11
4.472131147540983511e+05,1.980924972666553430e-11
4.553442622950819787e+05,1.991459948336160579e-11
4.634754098360656062e+05,2.003333436639831433e-11
4.716065573770491756e+05,2.013943699308295976e-11
4.797377049180328031e+05,2.023771601689094979e-11
4.878688524590163724e+05,2.033679474822136513e-11
4.960000000000000000e+05,4.000845488238979897e-11
