# Iterations, accuracy
0.000000000000000000e+00,6.850000619888305664e-01
3.069767441860465169e+03,7.670000195503234863e-01
6.139534883720930338e+03,7.775000333786010742e-01
9.209302325581395053e+03,7.820000648498535156e-01
1.227906976744186068e+04,7.810000181198120117e-01
1.534883720930232630e+04,7.870000600814819336e-01
1.841860465116279011e+04,7.890000343322753906e-01
2.148837209302325573e+04,7.900000214576721191e-01
2.455813953488372135e+04,7.915000319480895996e-01
2.762790697674418698e+04,7.910000085830688477e-01
3.069767441860465260e+04,7.915000319480895996e-01
3.376744186046511459e+04,7.930000424385070801e-01
3.683720930232558021e+04,7.935000658035278320e-01
3.990697674418604583e+04,7.905000448226928711e-01
4.297674418604651146e+04,7.935000658035278320e-01
4.604651162790697708e+04,7.920000553131103516e-01
4.911627906976744271e+04,7.925000190734863281e-01
5.218604651162790833e+04,7.920000553131103516e-01
5.525581395348837395e+04,7.935000658035278320e-01
5.832558139534883958e+04,7.920000553131103516e-01
6.139534883720930520e+04,7.925000190734863281e-01
6.446511627906977083e+04,7.925000190734863281e-01
6.753488372093022917e+04,7.915000319480895996e-01
7.060465116279070207e+04,7.910000085830688477e-01
7.367441860465116042e+04,7.910000085830688477e-01
7.674418604651163332e+04,7.925000190734863281e-01
7.981395348837209167e+04,7.945000529289245605e-01
8.288372093023256457e+04,7.945000529289245605e-01
8.595348837209302292e+04,7.945000529289245605e-01
8.902325581395349582e+04,7.935000658035278320e-01
9.209302325581395417e+04,7.940000295639038086e-01
9.516279069767442707e+04,7.940000295639038086e-01
9.823255813953488541e+04,7.940000295639038086e-01
1.013023255813953438e+05,7.940000295639038086e-01
1.043720930232558167e+05,7.940000295639038086e-01
1.074418604651162750e+05,7.945000529289245605e-01
1.105116279069767479e+05,7.955000400543212891e-01
1.135813953488372063e+05,7.960000634193420410e-01
1.166511627906976792e+05,7.960000634193420410e-01
1.197209302325581375e+05,7.965000271797180176e-01
1.227906976744186104e+05,7.965000271797180176e-01
1.258604651162790688e+05,7.965000271797180176e-01
1.289302325581395417e+05,7.960000634193420410e-01
1.320000000000000000e+05,7.960000634193420410e-01
