# Iterations, accuracy
0.000000000000000000e+00,6.125000119209289551e-01
1.956521739130434753e+03,6.122222542762756348e-01
3.913043478260869506e+03,6.136666536331176758e-01
5.869565217391304031e+03,6.125555634498596191e-01
7.826086956521739012e+03,6.115555763244628906e-01
9.782608695652173992e+03,6.110555529594421387e-01
1.173913043478260806e+04,6.097778081893920898e-01
1.369565217391304395e+04,6.087777614593505859e-01
1.565217391304347802e+04,6.081111431121826172e-01
1.760869565217391209e+04,6.079999804496765137e-01
1.956521739130434798e+04,6.082777976989746094e-01
2.152173913043478387e+04,6.074444651603698730e-01
2.347826086956521613e+04,6.075000166893005371e-01
2.543478260869565202e+04,6.077222228050231934e-01
2.739130434782608791e+04,6.075555682182312012e-01
2.934782608695652016e+04,6.078888773918151855e-01
3.130434782608695605e+04,6.075555682182312012e-01
3.326086956521739194e+04,6.081666946411132812e-01
3.521739130434782419e+04,6.082222461700439453e-01
3.717391304347826372e+04,6.061666607856750488e-01
3.913043478260869597e+04,6.079999804496765137e-01
4.108695652173912822e+04,6.073889136314392090e-01
4.304347826086956775e+04,6.078888773918151855e-01
4.500000000000000000e+04,6.072221994400024414e-01
