# Iterations, training_loss
0.000000000000000000e+00,8.766581304371356964e-03
3.071428571428571558e+03,3.085683565586805344e-03
6.142857142857143117e+03,1.225767540745437145e-03
9.214285714285713766e+03,9.907283820211887360e-04
1.228571428571428623e+04,8.037951192818582058e-04
1.535714285714285870e+04,7.146110874600708485e-04
1.842857142857142753e+04,7.326571503654122353e-04
2.150000000000000000e+04,6.156267481856048107e-04
2.457142857142857247e+04,6.052166572771966457e-04
2.764285714285714494e+04,6.015214021317660809e-04
3.071428571428571740e+04,6.005160976201295853e-04
3.378571428571428987e+04,6.002032314427196980e-04
3.685714285714285506e+04,6.001099245622754097e-04
3.992857142857142753e+04,6.000695284456014633e-04
4.300000000000000000e+04,6.000499124638736248e-04
4.607142857142857247e+04,6.000387365929782391e-04
4.914285714285714494e+04,6.000315770506858826e-04
5.221428571428571740e+04,6.000265711918473244e-04
5.528571428571428987e+04,6.000229623168706894e-04
5.835714285714286234e+04,6.000201101414859295e-04
6.142857142857143481e+04,6.000178982503712177e-04
6.450000000000000000e+04,6.000162684358656406e-04
6.757142857142857974e+04,6.000148132443428040e-04
7.064285714285714494e+04,6.000135908834636211e-04
7.371428571428571013e+04,6.000124849379062653e-04
7.678571428571428987e+04,6.000078283250331879e-04
7.985714285714285506e+04,6.000108551234006882e-04
8.292857142857143481e+04,6.000102148391306400e-04
8.600000000000000000e+04,6.000095745548605919e-04
8.907142857142857974e+04,6.000090506859123707e-04
9.214285714285714494e+04,6.000085850246250629e-04
9.521428571428572468e+04,6.000081775709986687e-04
9.828571428571428987e+04,6.000077119097113609e-04
1.013571428571428551e+05,6.000074208714067936e-04
1.044285714285714348e+05,6.000070134177803993e-04
1.075000000000000000e+05,6.000062567181885242e-04
1.105714285714285797e+05,6.000065477564930916e-04
1.136428571428571449e+05,6.000062567181885242e-04
1.167142857142857247e+05,6.000059656798839569e-04
1.197857142857142899e+05,6.000057328492403030e-04
1.228571428571428696e+05,6.000055582262575626e-04
1.259285714285714348e+05,6.000053836032748222e-04
1.290000000000000000e+05,6.000052089802920818e-04
