# Iterations, training_loss
0.000000000000000000e+00,2.117994939908385277e-03
5.084745762711864700e+03,7.170641911216080189e-04
1.016949152542372940e+04,6.571204867213964462e-04
1.525423728813559501e+04,6.088361842557787895e-04
2.033898305084745880e+04,6.014232640154659748e-04
2.542372881355932259e+04,5.000223754905164242e-04
3.050847457627119002e+04,5.000730161555111408e-04
3.559322033898305381e+04,5.000105011276900768e-04
4.067796610169491760e+04,5.000137025490403175e-04
4.576271186440678139e+04,5.000023520551621914e-04
5.084745762711864518e+04,5.000028759241104126e-04
5.593220338983050897e+04,5.000042147003114223e-04
6.101694915254238003e+04,5.000038072466850281e-04
6.610169491525423655e+04,5.000018281862139702e-04
7.118644067796610761e+04,5.000023520551621914e-04
7.627118644067796413e+04,5.000045639462769032e-04
8.135593220338983519e+04,5.000057280994951725e-04
8.644067796610170626e+04,5.000049131922423840e-04
9.152542372881356278e+04,5.000041564926505089e-04
9.661016949152543384e+04,5.000078235752880573e-04
1.016949152542372904e+05,5.000082310289144516e-04
1.067796610169491614e+05,5.000086966902017593e-04
1.118644067796610179e+05,4.000355547759681940e-04
1.169491525423728890e+05,4.000043263658881187e-04
1.220338983050847601e+05,4.000171611551195383e-04
1.271186440677966166e+05,4.000083717983216047e-04
1.322033898305084731e+05,4.000057524535804987e-04
1.372881355932203587e+05,4.000092740170657635e-04
1.423728813559322152e+05,4.000064800493419170e-04
1.474576271186440717e+05,4.000072367489337921e-04
1.525423728813559283e+05,4.000077606178820133e-04
1.576271186440678139e+05,4.000084882136434317e-04
1.627118644067796704e+05,4.000090120825916529e-04
1.677966101694915269e+05,4.000087501481175423e-04
1.728813559322034125e+05,4.000079061370342970e-04
1.779661016949152690e+05,4.000072367489337921e-04
1.830508474576271256e+05,4.000064800493419170e-04
1.881355932203389821e+05,4.000059852842241526e-04
1.932203389830508677e+05,4.000054323114454746e-04
1.983050847457627242e+05,4.000049375463277102e-04
2.033898305084745807e+05,4.000045591965317726e-04
2.084745762711864663e+05,4.000042390543967485e-04
2.135593220338983228e+05,4.000038898084312677e-04
2.186440677966101794e+05,4.000036278739571571e-04
2.237288135593220359e+05,4.000033368356525898e-04
2.288135593220339215e+05,4.000030749011784792e-04
2.338983050847457780e+05,4.000028420705348253e-04
2.389830508474576345e+05,4.000026674475520849e-04
2.440677966101695201e+05,4.000024346169084311e-04
2.491525423728813767e+05,4.000022890977561474e-04
2.542372881355932332e+05,4.000021726824343204e-04
2.593220338983050897e+05,4.000020271632820368e-04
2.644067796610169462e+05,4.000019107479602098e-04
2.694915254237288027e+05,4.000017652288079262e-04
2.745762711864407174e+05,4.000016488134860992e-04
2.796610169491525739e+05,4.000015032943338156e-04
2.847457627118644305e+05,4.000014159828424454e-04
2.898305084745762870e+05,4.000014159828424454e-04
2.949152542372881435e+05,4.000012704636901617e-04
3.000000000000000000e+05,4.000012413598597050e-04
