# Iterations, training_loss
0.000000000000000000e+00,3.277808427810668945e-01
3.057692307692307622e+03,5.437200888991355896e-02
6.115384615384615245e+03,2.037989720702171326e-02
9.173076923076921958e+03,7.929788902401924133e-03
1.223076923076923049e+04,5.445148330181837082e-03
1.528846153846153902e+04,2.973627299070358276e-03
1.834615384615384392e+04,2.270708791911602020e-03
2.140384615384615245e+04,1.895446330308914185e-03
2.446153846153846098e+04,1.804966363124549389e-03
2.751923076923076951e+04,1.750867580994963646e-03
3.057692307692307804e+04,1.722899149172008038e-03
3.363461538461538294e+04,1.616709516383707523e-03
3.669230769230768783e+04,1.511818962171673775e-03
3.975000000000000000e+04,1.508920802734792233e-03
4.280769230769230489e+04,1.505099120549857616e-03
4.586538461538461706e+04,1.501279766671359539e-03
4.892307692307692196e+04,1.501008751802146435e-03
5.198076923076922685e+04,1.500824699178338051e-03
5.503846153846153902e+04,1.400222303345799446e-03
5.809615384615384392e+04,1.400569453835487366e-03
6.115384615384615608e+04,1.300599426031112671e-03
6.421153846153846098e+04,1.300458097830414772e-03
6.726923076923076587e+04,1.300428062677383423e-03
7.032692307692307804e+04,1.300333882682025433e-03
7.338461538461537566e+04,1.200205530039966106e-03
7.644230769230768783e+04,1.101412810385227203e-03
7.950000000000000000e+04,1.100547378882765770e-03
8.255769230769231217e+04,1.100341905839741230e-03
8.561538461538460979e+04,1.100244349800050259e-03
8.867307692307692196e+04,1.000570133328437805e-03
9.173076923076923413e+04,1.000112737528979778e-03
9.478846153846153175e+04,1.000215183012187481e-03
9.784615384615384392e+04,1.000070595182478428e-03
1.009038461538461561e+05,1.000108080916106701e-03
1.039615384615384537e+05,1.000115415081381798e-03
1.070192307692307659e+05,9.001222206279635429e-04
1.100769230769230780e+05,9.000618010759353638e-04
1.131346153846153757e+05,9.000488207675516605e-04
1.161923076923076878e+05,9.000718127936124802e-04
1.192500000000000000e+05,9.000340942293405533e-04
1.223076923076923122e+05,9.000319987535476685e-04
1.253653846153846098e+05,9.000312420539557934e-04
1.284230769230769220e+05,9.000136051326990128e-04
1.314807692307692196e+05,9.000282152555882931e-04
1.345384615384615317e+05,9.000298450700938702e-04
1.375961538461538439e+05,9.000283898785710335e-04
1.406538461538461561e+05,9.000267018564045429e-04
1.437115384615384683e+05,9.000251302495598793e-04
1.467692307692307513e+05,9.000201825983822346e-04
1.498269230769230635e+05,9.000190766528248787e-04
1.528846153846153757e+05,9.000176214613020420e-04
1.559423076923076878e+05,9.000157006084918976e-04
1.590000000000000000e+05,9.000132558867335320e-04
