# Iterations, accuracy
0.000000000000000000e+00,6.118333339691162109e-01
1.956521739130434753e+03,6.106111407279968262e-01
3.913043478260869506e+03,6.115555763244628906e-01
5.869565217391304031e+03,6.132777929306030273e-01
7.826086956521739012e+03,6.126666665077209473e-01
9.782608695652173992e+03,6.113333106040954590e-01
1.173913043478260806e+04,6.120555400848388672e-01
1.369565217391304395e+04,6.111111044883728027e-01
1.565217391304347802e+04,6.111111044883728027e-01
1.760869565217391209e+04,6.101666688919067383e-01
1.956521739130434798e+04,6.097778081893920898e-01
2.152173913043478387e+04,6.098889112472534180e-01
2.347826086956521613e+04,6.099444627761840820e-01
2.543478260869565202e+04,6.092777848243713379e-01
2.739130434782608791e+04,6.092777848243713379e-01
2.934782608695652016e+04,6.097222566604614258e-01
3.130434782608695605e+04,6.100000143051147461e-01
3.326086956521739194e+04,6.096666455268859863e-01
3.521739130434782419e+04,6.097222566604614258e-01
3.717391304347826372e+04,6.100000143051147461e-01
3.913043478260869597e+04,6.096110939979553223e-01
4.108695652173912822e+04,6.101666688919067383e-01
4.304347826086956775e+04,6.102222204208374023e-01
4.500000000000000000e+04,6.100555658340454102e-01
