# Iterations, accuracy
0.000000000000000000e+00,5.910000205039978027e-01
5.416666666666666970e+03,6.290000081062316895e-01
1.083333333333333394e+04,6.345000267028808594e-01
1.625000000000000000e+04,6.360000371932983398e-01
2.166666666666666788e+04,6.280000209808349609e-01
2.708333333333333576e+04,6.290000081062316895e-01
3.250000000000000000e+04,6.290000081062316895e-01
3.791666666666667152e+04,6.270000338554382324e-01
4.333333333333333576e+04,6.255000233650207520e-01
4.875000000000000000e+04,6.255000233650207520e-01
5.416666666666667152e+04,6.265000104904174805e-01
5.958333333333333576e+04,6.260000467300415039e-01
6.500000000000000000e+04,6.280000209808349609e-01
