# Iterations, accuracy
0.000000000000000000e+00,6.325000524520874023e-01
3.200000000000000000e+03,7.935000658035278320e-01
6.400000000000000000e+03,7.965000271797180176e-01
9.600000000000000000e+03,7.950000166893005371e-01
1.280000000000000000e+04,7.945000529289245605e-01
1.600000000000000000e+04,7.920000553131103516e-01
1.920000000000000000e+04,7.915000319480895996e-01
2.240000000000000000e+04,7.900000214576721191e-01
2.560000000000000000e+04,7.915000319480895996e-01
2.880000000000000000e+04,7.925000190734863281e-01
3.200000000000000000e+04,7.915000319480895996e-01
3.520000000000000000e+04,7.920000553131103516e-01
3.840000000000000000e+04,7.925000190734863281e-01
4.160000000000000000e+04,7.930000424385070801e-01
4.480000000000000000e+04,7.925000190734863281e-01
4.800000000000000000e+04,7.920000553131103516e-01
