# Iterations, accuracy
0.000000000000000000e+00,5.517599582672119141e-01
3.026785714285714130e+04,5.836699604988098145e-01
6.053571428571428260e+04,5.951799750328063965e-01
9.080357142857142026e+04,6.246699690818786621e-01
1.210714285714285652e+05,6.590899825096130371e-01
1.513392857142857101e+05,6.879900097846984863e-01
1.816071428571428405e+05,7.105999588966369629e-01
2.118750000000000000e+05,7.294899821281433105e-01
2.421428571428571304e+05,7.447599768638610840e-01
2.724107142857142608e+05,7.583099603652954102e-01
3.026785714285714203e+05,7.700799703598022461e-01
3.329464285714285797e+05,7.790399789810180664e-01
3.632142857142856810e+05,7.881399989128112793e-01
3.934821428571428405e+05,7.947499752044677734e-01
4.237500000000000000e+05,8.004699945449829102e-01
4.540178571428571013e+05,8.058799505233764648e-01
4.842857142857142608e+05,8.105899691581726074e-01
5.145535714285714203e+05,8.143900036811828613e-01
5.448214285714285215e+05,8.179299831390380859e-01
5.750892857142856810e+05,8.209999799728393555e-01
6.053571428571428405e+05,8.235899806022644043e-01
6.356250000000000000e+05,8.260799646377563477e-01
6.658928571428571595e+05,8.281399607658386230e-01
6.961607142857142026e+05,8.301999568939208984e-01
7.264285714285713620e+05,8.317999839782714844e-01
7.566964285714285215e+05,8.331300020217895508e-01
7.869642857142856810e+05,8.342300057411193848e-01
8.172321428571428405e+05,8.350999951362609863e-01
8.475000000000000000e+05,8.360599875450134277e-01
8.777678571428570431e+05,8.369799852371215820e-01
9.080357142857142026e+05,8.377599716186523438e-01
9.383035714285713620e+05,8.382999897003173828e-01
9.685714285714285215e+05,8.387500047683715820e-01
9.988392857142856810e+05,8.393399715423583984e-01
1.029107142857142841e+06,8.396300077438354492e-01
1.059375000000000000e+06,8.395099639892578125e-01
1.089642857142857043e+06,8.398299813270568848e-01
1.119910714285714319e+06,8.403399586677551270e-01
1.150178571428571362e+06,8.406999707221984863e-01
1.180446428571428405e+06,8.408599495887756348e-01
1.210714285714285681e+06,8.415199518203735352e-01
1.240982142857142724e+06,8.417299985885620117e-01
1.271250000000000000e+06,8.418899774551391602e-01
1.301517857142857043e+06,8.419499993324279785e-01
1.331785714285714319e+06,8.421099781990051270e-01
1.362053571428571362e+06,8.421499729156494141e-01
1.392321428571428405e+06,8.421899676322937012e-01
1.422589285714285681e+06,8.427000045776367188e-01
1.452857142857142724e+06,8.425700068473815918e-01
1.483125000000000000e+06,8.425999879837036133e-01
1.513392857142857043e+06,8.425199985504150391e-01
1.543660714285714319e+06,8.426299691200256348e-01
1.573928571428571362e+06,8.430699706077575684e-01
1.604196428571428405e+06,8.429399728775024414e-01
1.634464285714285681e+06,8.429200053215026855e-01
1.664732142857142724e+06,8.429099917411804199e-01
1.695000000000000000e+06,8.431800007820129395e-01
1.725267857142857043e+06,8.432499766349792480e-01
1.755535714285714086e+06,8.432999849319458008e-01
1.785803571428571362e+06,8.435399532318115234e-01
1.816071428571428405e+06,8.434399962425231934e-01
1.846339285714285681e+06,8.438999652862548828e-01
1.876607142857142724e+06,8.436299562454223633e-01
1.906875000000000000e+06,8.437100052833557129e-01
1.937142857142857043e+06,8.439599871635437012e-01
1.967410714285714086e+06,8.438499569892883301e-01
1.997678571428571362e+06,8.439300060272216797e-01
2.027946428571428405e+06,8.439899682998657227e-01
2.058214285714285681e+06,8.439099788665771484e-01
2.088482142857142724e+06,8.439399600028991699e-01
2.118750000000000000e+06,8.438400030136108398e-01
2.149017857142856810e+06,8.439700007438659668e-01
2.179285714285714086e+06,8.439599871635437012e-01
2.209553571428571362e+06,8.440499901771545410e-01
2.239821428571428638e+06,8.438799977302551270e-01
2.270089285714285448e+06,8.437599539756774902e-01
2.300357142857142724e+06,8.438400030136108398e-01
2.330625000000000000e+06,8.438499569892883301e-01
2.360892857142856810e+06,8.439300060272216797e-01
2.391160714285714086e+06,8.436799645423889160e-01
2.421428571428571362e+06,8.440299630165100098e-01
2.451696428571428638e+06,8.437799811363220215e-01
2.481964285714285448e+06,8.438499569892883301e-01
2.512232142857142724e+06,8.437500000000000000e-01
2.542500000000000000e+06,8.437500000000000000e-01
2.572767857142856810e+06,8.439099788665771484e-01
2.603035714285714086e+06,8.438699841499328613e-01
2.633303571428571362e+06,8.435599803924560547e-01
2.663571428571428638e+06,8.436200022697448730e-01
2.693839285714285448e+06,8.437599539756774902e-01
2.724107142857142724e+06,8.436899781227111816e-01
2.754375000000000000e+06,8.437899947166442871e-01
2.784642857142856810e+06,8.438099622726440430e-01
2.814910714285714086e+06,8.439399600028991699e-01
2.845178571428571362e+06,8.438000082969665527e-01
2.875446428571428638e+06,8.434499502182006836e-01
2.905714285714285448e+06,8.439499735832214355e-01
2.935982142857142724e+06,8.436799645423889160e-01
2.966250000000000000e+06,8.436499834060668945e-01
2.996517857142856810e+06,8.437699675559997559e-01
3.026785714285714086e+06,8.437199592590332031e-01
3.057053571428571362e+06,8.436799645423889160e-01
3.087321428571428638e+06,8.437299728393554688e-01
3.117589285714285448e+06,8.437699675559997559e-01
3.147857142857142724e+06,8.434000015258789062e-01
3.178125000000000000e+06,8.432999849319458008e-01
3.208392857142856810e+06,8.434299826622009277e-01
3.238660714285714086e+06,8.434900045394897461e-01
3.268928571428571362e+06,8.432799577713012695e-01
3.299196428571428172e+06,8.430799841880798340e-01
3.329464285714285448e+06,8.432899713516235352e-01
3.359732142857142724e+06,8.432399630546569824e-01
3.390000000000000000e+06,8.430699706077575684e-01
