# Iterations, training_loss
0.000000000000000000e+00,1.558336317539215088e-01
3.333333333333333485e+03,4.273475147783756256e-03
6.666666666666666970e+03,1.271170447580516338e-03
1.000000000000000000e+04,3.160448104608803988e-04
1.333333333333333394e+04,1.961006410419940948e-02
1.666666666666666788e+04,4.337848513387143612e-04
2.000000000000000000e+04,4.199720278847962618e-04
2.333333333333333576e+04,2.245950454380363226e-04
2.666666666666666788e+04,2.829862060025334358e-04
3.000000000000000000e+04,2.684414503164589405e-04
