# Iterations, accuracy
0.000000000000000000e+00,8.870000243186950684e-01
3.071428571428571558e+03,8.950000405311584473e-01
6.142857142857143117e+03,8.940000534057617188e-01
9.214285714285713766e+03,8.975000381469726562e-01
1.228571428571428623e+04,8.975000381469726562e-01
1.535714285714285870e+04,9.000000357627868652e-01
1.842857142857142753e+04,8.995000720024108887e-01
2.150000000000000000e+04,8.990000486373901367e-01
2.457142857142857247e+04,8.990000486373901367e-01
2.764285714285714494e+04,8.990000486373901367e-01
3.071428571428571740e+04,8.990000486373901367e-01
3.378571428571428987e+04,8.995000720024108887e-01
3.685714285714285506e+04,8.990000486373901367e-01
3.992857142857142753e+04,8.980000615119934082e-01
4.300000000000000000e+04,8.985000252723693848e-01
4.607142857142857247e+04,8.985000252723693848e-01
4.914285714285714494e+04,8.990000486373901367e-01
5.221428571428571740e+04,8.990000486373901367e-01
5.528571428571428987e+04,8.990000486373901367e-01
5.835714285714286234e+04,8.990000486373901367e-01
6.142857142857143481e+04,8.990000486373901367e-01
6.450000000000000000e+04,8.990000486373901367e-01
6.757142857142857974e+04,8.985000252723693848e-01
7.064285714285714494e+04,8.990000486373901367e-01
7.371428571428571013e+04,8.990000486373901367e-01
7.678571428571428987e+04,8.990000486373901367e-01
7.985714285714285506e+04,8.990000486373901367e-01
8.292857142857143481e+04,8.990000486373901367e-01
8.600000000000000000e+04,8.990000486373901367e-01
8.907142857142857974e+04,8.990000486373901367e-01
9.214285714285714494e+04,8.995000720024108887e-01
9.521428571428572468e+04,8.990000486373901367e-01
9.828571428571428987e+04,8.990000486373901367e-01
1.013571428571428551e+05,8.990000486373901367e-01
1.044285714285714348e+05,8.990000486373901367e-01
1.075000000000000000e+05,8.990000486373901367e-01
1.105714285714285797e+05,8.990000486373901367e-01
1.136428571428571449e+05,8.995000720024108887e-01
1.167142857142857247e+05,8.995000720024108887e-01
1.197857142857142899e+05,8.995000720024108887e-01
1.228571428571428696e+05,8.995000720024108887e-01
1.259285714285714348e+05,8.995000720024108887e-01
1.290000000000000000e+05,8.995000720024108887e-01
