# Iterations, training_loss
0.000000000000000000e+00,2.930072369053959846e-04
1.935483870967741950e+03,5.901931217522360384e-06
3.870967741935483900e+03,6.983815183048136532e-06
5.806451612903225396e+03,7.634424036950804293e-06
7.741935483870967801e+03,5.154456630407366902e-07
9.677419354838710206e+03,1.452032165616401471e-07
1.161290322580645079e+04,3.547231415268470300e-07
1.354838709677419320e+04,2.961599143702642323e-08
1.548387096774193560e+04,8.371394244477414759e-08
1.741935483870967801e+04,3.478330512507454841e-08
1.935483870967742041e+04,1.626293411050028226e-08
2.129032258064516282e+04,2.521380437769948912e-09
2.322580645161290158e+04,3.605478138268836119e-09
2.516129032258064399e+04,2.897684536762312746e-09
2.709677419354838639e+04,2.014029387709115326e-09
2.903225806451612880e+04,1.502459934243915995e-09
3.096774193548387120e+04,1.053552245444677737e-09
3.290322580645161361e+04,7.759475284530026329e-10
3.483870967741935601e+04,8.395568684704812767e-10
3.677419354838709842e+04,7.313682992560188723e-10
3.870967741935484082e+04,6.483104608712153549e-10
4.064516129032258323e+04,5.820519621835273938e-10
4.258064516129032563e+04,5.173536044011939339e-10
4.451612903225806804e+04,4.532901831666436010e-10
4.645161290322580317e+04,3.977711771074865510e-10
4.838709677419354557e+04,4.135891629175603157e-10
5.032258064516128798e+04,3.280836713415169470e-10
5.225806451612903038e+04,3.615176491500449174e-10
5.419354838709677279e+04,3.402150783315960325e-10
5.612903225806451519e+04,3.211959309634693227e-10
5.806451612903225760e+04,3.042586182999684752e-10
6.000000000000000000e+04,2.874308291378468994e-10
