# Iterations, training_loss
0.000000000000000000e+00,4.674135707318782806e-04
1.935483870967741950e+03,3.233396564610302448e-04
3.870967741935483900e+03,9.077000140678137541e-05
5.806451612903225396e+03,9.979182323149871081e-06
7.741935483870967801e+03,3.931588253180962056e-06
9.677419354838710206e+03,7.712180376984179020e-06
1.161290322580645079e+04,3.895337385984021239e-07
1.354838709677419320e+04,1.330958525613823440e-06
1.548387096774193560e+04,5.246814112069841940e-07
1.741935483870967801e+04,1.404081046985083958e-07
1.935483870967742041e+04,7.166734405927854823e-08
2.129032258064516282e+04,2.547257338392228121e-08
2.322580645161290158e+04,1.159324725108490384e-08
2.516129032258064399e+04,6.344979652794791036e-09
2.709677419354838639e+04,1.439817332027359953e-08
2.903225806451612880e+04,9.155106894809250662e-09
3.096774193548387120e+04,5.052245732883875462e-09
3.290322580645161361e+04,4.601035996643076942e-09
3.483870967741935601e+04,3.629179401443138886e-09
3.677419354838709842e+04,3.472565790474391179e-09
3.870967741935484082e+04,4.762870098318217060e-09
4.064516129032258323e+04,2.994720915694415453e-09
4.258064516129032563e+04,2.782796659772657222e-09
4.451612903225806804e+04,2.593362413705335712e-09
4.645161290322580317e+04,3.289926553406985477e-09
4.838709677419354557e+04,3.043653329370954452e-09
5.032258064516128798e+04,2.849975366814305744e-09
5.225806451612903038e+04,2.671466381443110549e-09
5.419354838709677279e+04,2.464042081484763003e-09
5.612903225806451519e+04,2.279820332518056603e-09
5.806451612903225760e+04,2.125752907033984229e-09
6.000000000000000000e+04,1.977164654221041928e-09
