# Iterations, training_loss
0.000000000000000000e+00,1.683963887444406282e-06
8.333333333333333940e+03,1.658724642084052903e-07
1.666666666666666788e+04,1.116326808769940726e-09
2.500000000000000000e+04,8.556156672057113610e-09
3.333333333333333576e+04,2.831662015978508862e-09
4.166666666666667152e+04,3.071791265796264270e-09
5.000000000000000000e+04,2.322253278563835011e-09
5.833333333333333576e+04,1.797863857788684072e-09
6.666666666666667152e+04,1.557868167800791070e-09
7.500000000000000000e+04,8.794803219025482122e-10
8.333333333333334303e+04,2.173898838719878768e-10
9.166666666666667152e+04,5.078824028004191860e-10
1.000000000000000000e+05,2.828228762297158028e-10
1.083333333333333430e+05,3.262492498379288008e-10
1.166666666666666715e+05,3.587026231599566017e-10
1.250000000000000146e+05,3.318840202659600891e-10
1.333333333333333430e+05,3.994396480244688519e-10
1.416666666666666861e+05,3.717469387876093379e-10
1.500000000000000000e+05,3.307064344593158012e-10
1.583333333333333430e+05,2.984575919739995697e-10
1.666666666666666861e+05,2.682366551098880336e-10
1.750000000000000000e+05,2.440537216763516426e-10
1.833333333333333430e+05,4.485575244572714837e-10
1.916666666666666861e+05,4.456256474938413703e-10
2.000000000000000000e+05,1.717954667412868730e-10
