# Iterations, accuracy
0.000000000000000000e+00,5.526899695396423340e-01
3.120000000000000000e+04,6.385099887847900391e-01
6.240000000000000000e+04,7.403900027275085449e-01
9.360000000000000000e+04,7.982699871063232422e-01
1.248000000000000000e+05,8.276499509811401367e-01
1.560000000000000000e+05,8.449599742889404297e-01
1.872000000000000000e+05,8.585900068283081055e-01
2.184000000000000000e+05,8.692399859428405762e-01
2.496000000000000000e+05,8.767299652099609375e-01
2.808000000000000000e+05,8.842299580574035645e-01
3.120000000000000000e+05,8.907299637794494629e-01
3.432000000000000000e+05,8.949599862098693848e-01
3.744000000000000000e+05,8.991999626159667969e-01
4.056000000000000000e+05,9.025799632072448730e-01
4.368000000000000000e+05,9.047099947929382324e-01
4.680000000000000000e+05,9.076799750328063965e-01
4.992000000000000000e+05,9.098299741744995117e-01
5.304000000000000000e+05,9.115499854087829590e-01
5.616000000000000000e+05,9.130499958992004395e-01
5.928000000000000000e+05,9.147699475288391113e-01
6.240000000000000000e+05,9.158799648284912109e-01
6.552000000000000000e+05,9.168699979782104492e-01
6.864000000000000000e+05,9.172999858856201172e-01
7.176000000000000000e+05,9.180199503898620605e-01
7.488000000000000000e+05,9.187999963760375977e-01
7.800000000000000000e+05,9.154999852180480957e-01
