# Iterations, training_loss
0.000000000000000000e+00,1.146885752677917480e-01
1.025641025641025590e+04,8.032465726137161255e-02
2.051282051282051179e+04,6.630133837461471558e-02
3.076923076923076587e+04,5.416580289602279663e-02
4.102564102564102359e+04,4.471883550286293030e-02
5.128205128205128131e+04,3.662624582648277283e-02
6.153846153846153175e+04,3.141240403056144714e-02
7.179487179487179674e+04,2.879918180406093597e-02
8.205128205128204718e+04,2.330195903778076172e-02
9.230769230769229762e+04,2.059488184750080109e-02
1.025641025641025626e+05,1.967741362750530243e-02
1.128205128205128131e+05,1.725292019546031952e-02
1.230769230769230635e+05,1.652326062321662903e-02
1.333333333333333139e+05,1.448620017617940903e-02
1.435897435897435935e+05,1.229911949485540390e-02
1.538461538461538439e+05,1.091486774384975433e-02
1.641025641025640944e+05,9.419482201337814331e-03
1.743589743589743448e+05,9.434376843273639679e-03
1.846153846153845952e+05,1.063340902328491211e-02
1.948717948717948748e+05,8.705270476639270782e-03
2.051282051282051252e+05,6.983027793467044830e-03
2.153846153846153757e+05,6.459113210439682007e-03
2.256410256410256261e+05,6.027776282280683517e-03
2.358974358974358765e+05,6.286950316280126572e-03
2.461538461538461270e+05,7.144587114453315735e-03
2.564102564102564065e+05,6.275288295000791550e-03
2.666666666666666279e+05,6.044272799044847488e-03
2.769230769230769365e+05,5.790985655039548874e-03
2.871794871794871869e+05,3.574999282136559486e-03
2.974358974358974374e+05,3.609106410294771194e-03
3.076923076923076878e+05,3.959041554480791092e-03
3.179487179487179383e+05,6.888556759804487228e-03
3.282051282051281887e+05,3.691561520099639893e-03
3.384615384615384392e+05,6.621678359806537628e-03
3.487179487179486896e+05,3.600299824029207230e-03
3.589743589743589400e+05,5.085830576717853546e-03
3.692307692307691905e+05,5.565749015659093857e-03
3.794871794871794409e+05,5.268924869596958160e-03
3.897435897435897496e+05,7.439022883772850037e-03
4.000000000000000000e+05,5.518766120076179504e-03
