# N_iter, Accuracy_by_class
1.000000000000000000e+00,1.120000034570693970e-01,1.819999963045120239e-01,0.000000000000000000e+00,1.999999955296516418e-02,0.000000000000000000e+00,3.000000026077032089e-03,5.469999909400939941e-01,5.929999947547912598e-01,2.000000094994902611e-03,0.000000000000000000e+00
1.102893890675241195e+01,0.000000000000000000e+00,2.509999871253967285e-01,9.969999790191650391e-01,2.000000094994902611e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.000000189989805222e-03,4.709999859333038330e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.105787781350482391e+01,4.000000189989805222e-03,9.559999704360961914e-01,9.250000119209289551e-01,1.000000047497451305e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.360000073909759521e-01,9.769999980926513672e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.108681672025723586e+01,9.999999776482582092e-03,9.779999852180480957e-01,9.200000166893005371e-01,2.000000094994902611e-03,0.000000000000000000e+00,1.000000047497451305e-03,9.499999880790710449e-02,9.929999709129333496e-01,2.000000094994902611e-03,0.000000000000000000e+00
4.111575562700964781e+01,0.000000000000000000e+00,8.479999899864196777e-01,7.519999742507934570e-01,2.000000094994902611e-03,0.000000000000000000e+00,1.000000047497451305e-03,6.830000281333923340e-01,9.769999980926513672e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.114469453376206332e+01,1.000000047497451305e-03,9.660000205039978027e-01,9.240000247955322266e-01,6.000000052154064178e-03,0.000000000000000000e+00,4.999999888241291046e-03,3.429999947547912598e-01,9.810000061988830566e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.117363344051447172e+01,1.000000047497451305e-03,9.580000042915344238e-01,9.689999818801879883e-01,1.000000047497451305e-03,0.000000000000000000e+00,3.000000026077032089e-03,1.519999951124191284e-01,9.840000271797180176e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.120257234726688012e+01,1.000000047497451305e-03,9.020000100135803223e-01,5.809999704360961914e-01,2.000000094994902611e-03,0.000000000000000000e+00,2.000000094994902611e-03,7.620000243186950684e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.123151125401929562e+01,1.000000047497451305e-03,9.369999766349792480e-01,7.319999933242797852e-01,3.000000026077032089e-03,0.000000000000000000e+00,2.000000094994902611e-03,6.719999909400939941e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.126045016077171113e+01,1.000000047497451305e-03,9.549999833106994629e-01,9.330000281333923340e-01,2.000000094994902611e-03,0.000000000000000000e+00,2.000000094994902611e-03,3.779999911785125732e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
