# Iterations, training_loss
0.000000000000000000e+00,1.787436567246913910e-02
5.128205128205127949e+03,1.719263847917318344e-03
1.025641025641025590e+04,1.352700754068791866e-03
1.538461538461538294e+04,3.720881068147718906e-04
2.051282051282051179e+04,4.558554428513161838e-05
2.564102564102564065e+04,1.887026155600324273e-05
3.076923076923076587e+04,4.166048711340408772e-06
3.589743589743589837e+04,3.106601980107370764e-07
4.102564102564102359e+04,1.486386764781855163e-07
4.615384615384614881e+04,6.427911358741766890e-08
5.128205128205128131e+04,1.056309173463887419e-07
5.641025641025640653e+04,7.554730530046072090e-08
6.153846153846153175e+04,2.489591111043409910e-08
6.666666666666665697e+04,1.974807517512999766e-08
7.179487179487179674e+04,1.627556223127157864e-08
7.692307692307692196e+04,1.578894170961575583e-08
8.205128205128204718e+04,3.748270582804025253e-09
8.717948717948717240e+04,1.213554856605014720e-08
9.230769230769229762e+04,1.077486455614007355e-08
9.743589743589743739e+04,9.515833454543098924e-09
1.025641025641025626e+05,9.980336557191549218e-09
1.076923076923076878e+05,1.354858447655260534e-09
1.128205128205128131e+05,6.719116818487691489e-09
1.179487179487179383e+05,6.534479179975960506e-09
1.230769230769230635e+05,4.847464207813345638e-09
1.282051282051282033e+05,5.741349617949254025e-09
1.333333333333333139e+05,5.412415404748571746e-09
1.384615384615384683e+05,5.188578455772585585e-09
1.435897435897435935e+05,4.822376720170495901e-09
1.487179487179487187e+05,3.023157901793638302e-08
1.538461538461538439e+05,2.951365907222225360e-08
1.589743589743589691e+05,2.887108685456496460e-08
1.641025641025640944e+05,6.625851867170240439e-09
1.692307692307692196e+05,6.467981261693012129e-09
1.743589743589743448e+05,6.268423557997948592e-09
1.794871794871794700e+05,6.031519284022124339e-09
1.846153846153845952e+05,5.860969931603676741e-09
1.897435897435897205e+05,5.702157857001566299e-09
1.948717948717948748e+05,5.553476345454555485e-09
2.000000000000000000e+05,5.414126924563333887e-09
