# Iterations, accuracy
0.000000000000000000e+00,7.062777876853942871e-01
7.666666666666666288e+02,7.130555510520935059e-01
1.533333333333333258e+03,7.171111106872558594e-01
2.300000000000000000e+03,7.189999818801879883e-01
3.066666666666666515e+03,7.198333144187927246e-01
3.833333333333333030e+03,7.210555672645568848e-01
4.600000000000000000e+03,7.232778072357177734e-01
5.366666666666666060e+03,7.241111397743225098e-01
6.133333333333333030e+03,7.252222299575805664e-01
6.900000000000000000e+03,7.257778048515319824e-01
7.666666666666666060e+03,7.277777791023254395e-01
8.433333333333332121e+03,7.290555834770202637e-01
9.200000000000000000e+03,7.293333411216735840e-01
9.966666666666666060e+03,7.293333411216735840e-01
1.073333333333333212e+04,7.295555472373962402e-01
1.150000000000000000e+04,7.301111221313476562e-01
1.226666666666666606e+04,7.306111454963684082e-01
1.303333333333333212e+04,7.311111092567443848e-01
1.380000000000000000e+04,7.315000295639038086e-01
1.456666666666666606e+04,7.319444417953491211e-01
1.533333333333333212e+04,7.325000166893005371e-01
1.610000000000000000e+04,7.327777743339538574e-01
1.686666666666666424e+04,7.330555915832519531e-01
1.763333333333333212e+04,7.336111068725585938e-01
1.840000000000000000e+04,7.336111068725585938e-01
1.916666666666666424e+04,7.338889241218566895e-01
1.993333333333333212e+04,7.340000271797180176e-01
2.070000000000000000e+04,7.342222332954406738e-01
2.146666666666666424e+04,7.348889112472534180e-01
2.223333333333333212e+04,7.348333597183227539e-01
2.300000000000000000e+04,7.350000143051147461e-01
2.376666666666666424e+04,7.345555424690246582e-01
2.453333333333333212e+04,7.351111173629760742e-01
2.530000000000000000e+04,7.348333597183227539e-01
2.606666666666666424e+04,7.350000143051147461e-01
2.683333333333333212e+04,7.353888750076293945e-01
2.760000000000000000e+04,7.360000014305114746e-01
2.836666666666666424e+04,7.350555658340454102e-01
2.913333333333333212e+04,7.351111173629760742e-01
2.990000000000000000e+04,7.351111173629760742e-01
3.066666666666666424e+04,7.351111173629760742e-01
3.143333333333333212e+04,7.359444499015808105e-01
3.220000000000000000e+04,7.354444265365600586e-01
3.296666666666666424e+04,7.353888750076293945e-01
3.373333333333332848e+04,7.352777719497680664e-01
3.450000000000000000e+04,7.353333234786987305e-01
