# Iterations, training_loss
0.000000000000000000e+00,1.761011965572834015e-02
3.071428571428571558e+03,3.498559119179844856e-03
6.142857142857143117e+03,2.031427342444658279e-03
9.214285714285713766e+03,1.100036548450589180e-03
1.228571428571428623e+04,6.821883725933730602e-04
1.535714285714285870e+04,4.383098566904664040e-04
1.842857142857142753e+04,4.168411251157522202e-04
2.150000000000000000e+04,4.036587488371878862e-04
2.457142857142857247e+04,4.021438362542539835e-04
2.764285714285714494e+04,4.004637594334781170e-04
3.071428571428571740e+04,4.002044152002781630e-04
3.378571428571428987e+04,4.002643399871885777e-04
3.685714285714285506e+04,4.001806082669645548e-04
3.992857142857142753e+04,4.000871558673679829e-04
4.300000000000000000e+04,4.001121851615607738e-04
4.607142857142857247e+04,4.000257758889347315e-04
4.914285714285714494e+04,4.000707122031599283e-04
5.221428571428571740e+04,4.000604385510087013e-04
5.528571428571428987e+04,4.000536282546818256e-04
5.835714285714286234e+04,4.000472836196422577e-04
6.142857142857143481e+04,4.000130575150251389e-04
6.450000000000000000e+04,4.000117187388241291e-04
6.757142857142857974e+04,4.000106710009276867e-04
7.064285714285714494e+04,4.000097105745226145e-04
7.371428571428571013e+04,4.000072367489337921e-04
7.678571428571428987e+04,4.000083426944911480e-04
7.985714285714285506e+04,4.000132903456687927e-04
8.292857142857143481e+04,4.000114859081804752e-04
8.600000000000000000e+04,4.000067710876464844e-04
8.907142857142857974e+04,4.000063927378505468e-04
9.214285714285714494e+04,4.000059852842241526e-04
9.521428571428572468e+04,4.000056651420891285e-04
9.828571428571428987e+04,4.000053449999541044e-04
1.013571428571428551e+05,4.000029002781957388e-04
1.044285714285714348e+05,4.000029002781957388e-04
1.075000000000000000e+05,4.000030457973480225e-04
1.105714285714285797e+05,4.000031331088393927e-04
1.136428571428571449e+05,4.000031331088393927e-04
1.167142857142857247e+05,4.000026674475520849e-04
1.197857142857142899e+05,4.000022308900952339e-04
1.228571428571428696e+05,4.000017652288079262e-04
1.259285714285714348e+05,4.000023182015866041e-04
1.290000000000000000e+05,4.000021435786038637e-04
