# Iterations, training_loss
0.000000000000000000e+00,5.683809518814086914e-02
1.923076923076923094e+03,3.417422622442245483e-02
3.846153846153846189e+03,1.111114770174026489e-02
5.769230769230769511e+03,6.697766017168760300e-03
7.692307692307692378e+03,5.408617667853832245e-03
9.615384615384615245e+03,1.193655887618660927e-03
1.153846153846153902e+04,6.794483633711934090e-04
1.346153846153846098e+04,8.065089932642877102e-04
1.538461538461538476e+04,9.191532153636217117e-04
1.730769230769230853e+04,3.628123668022453785e-04
1.923076923076923049e+04,2.360954968025907874e-04
2.115384615384615245e+04,2.263049536850303411e-04
2.307692307692307804e+04,1.635210064705461264e-04
2.500000000000000000e+04,5.400739610195159912e-05
2.692307692307692196e+04,6.699850200675427914e-05
2.884615384615384755e+04,3.407072290428914130e-05
3.076923076923076951e+04,1.722516753943637013e-05
3.269230769230769147e+04,1.881411299109458923e-05
3.461538461538461706e+04,1.253548634849721566e-05
3.653846153846153902e+04,8.349426934728398919e-06
3.846153846153846098e+04,4.778952643391676247e-06
4.038461538461538294e+04,2.137389174095005728e-06
4.230769230769230489e+04,2.897701051551848650e-06
4.423076923076923413e+04,7.254953402480168734e-07
4.615384615384615608e+04,4.614008446424122667e-07
4.807692307692307804e+04,4.523531060840468854e-07
5.000000000000000000e+04,8.267177236120915040e-07
5.192307692307692196e+04,8.070005037552618887e-07
5.384615384615384392e+04,6.123535172264382709e-07
5.576923076923077315e+04,5.559902547247475013e-07
5.769230769230769511e+04,4.180858184099633945e-07
5.961538461538461706e+04,3.519444078392552910e-07
6.153846153846153902e+04,3.155304000301839551e-07
6.346153846153846098e+04,3.126427827737643383e-07
6.538461538461538294e+04,8.372325055461260490e-08
6.730769230769231217e+04,1.020820903363528487e-07
6.923076923076923413e+04,8.959880659631380695e-08
7.115384615384615608e+04,6.199712743182317354e-08
7.307692307692307804e+04,5.527954627382314357e-08
7.500000000000000000e+04,6.730630985884999973e-08
