# Iterations, accuracy
0.000000000000000000e+00,8.567777872085571289e-01
1.956521739130434753e+03,8.596110939979553223e-01
3.913043478260869506e+03,8.596667051315307617e-01
5.869565217391304031e+03,8.601666688919067383e-01
7.826086956521739012e+03,8.601111173629760742e-01
9.782608695652173992e+03,8.605555891990661621e-01
1.173913043478260806e+04,8.601666688919067383e-01
1.369565217391304395e+04,8.602777719497680664e-01
1.565217391304347802e+04,8.599444627761840820e-01
1.760869565217391209e+04,8.597222566604614258e-01
1.956521739130434798e+04,8.599444627761840820e-01
2.152173913043478387e+04,8.597778081893920898e-01
2.347826086956521613e+04,8.602222204208374023e-01
2.543478260869565202e+04,8.602777719497680664e-01
2.739130434782608791e+04,8.601666688919067383e-01
2.934782608695652016e+04,8.608333468437194824e-01
3.130434782608695605e+04,8.604444265365600586e-01
3.326086956521739194e+04,8.602222204208374023e-01
3.521739130434782419e+04,8.601666688919067383e-01
3.717391304347826372e+04,8.600000143051147461e-01
3.913043478260869597e+04,8.601111173629760742e-01
4.108695652173912822e+04,8.610000014305114746e-01
4.304347826086956775e+04,8.603333234786987305e-01
4.500000000000000000e+04,8.607222437858581543e-01
