# Iterations, training_loss
0.000000000000000000e+00,6.076521426439285278e-02
1.923076923076923094e+03,2.538077346980571747e-02
3.846153846153846189e+03,2.140047401189804077e-02
5.769230769230769511e+03,1.234495732933282852e-02
7.692307692307692378e+03,4.448499064892530441e-03
9.615384615384615245e+03,1.500669866800308228e-03
1.153846153846153902e+04,9.480463922955095768e-04
1.346153846153846098e+04,8.498748647980391979e-04
1.538461538461538476e+04,2.914689539466053247e-04
1.730769230769230853e+04,4.700211866293102503e-04
1.923076923076923049e+04,5.558413104154169559e-04
2.115384615384615245e+04,3.629330021794885397e-04
2.307692307692307804e+04,1.940284855663776398e-04
2.500000000000000000e+04,5.811055598314851522e-05
2.692307692307692196e+04,4.032523429486900568e-05
2.884615384615384755e+04,1.288956809730734676e-05
3.076923076923076951e+04,3.907676364178769290e-05
3.269230769230769147e+04,2.010793105000630021e-05
3.461538461538461706e+04,7.212309355963952839e-06
3.653846153846153902e+04,5.292032255965750664e-06
3.846153846153846098e+04,8.913112310438009445e-07
4.038461538461538294e+04,5.447467174235498533e-06
4.230769230769230489e+04,3.696920657603186555e-06
4.423076923076923413e+04,3.172806145812501200e-06
4.615384615384615608e+04,1.566894638926896732e-06
4.807692307692307804e+04,1.779106355570547748e-06
5.000000000000000000e+04,1.376527279717265628e-06
5.192307692307692196e+04,1.089074885385343805e-06
5.384615384615384392e+04,7.120647751435171813e-07
5.576923076923077315e+04,6.086570891739029321e-08
5.769230769230769511e+04,1.359892678465257632e-07
5.961538461538461706e+04,5.894689536489750026e-08
6.153846153846153902e+04,9.417248492127328063e-08
6.346153846153846098e+04,3.200212361775811587e-08
6.538461538461538294e+04,2.843032298471825925e-08
6.730769230769231217e+04,3.254153924103775353e-08
6.923076923076923413e+04,4.687686327997653279e-08
7.115384615384615608e+04,7.059318818392057437e-08
7.307692307692307804e+04,7.035948357270171982e-08
7.500000000000000000e+04,8.386216165945370449e-08
