# Iterations, training_loss
0.000000000000000000e+00,2.819328010082244873e-01
3.083333333333333485e+03,1.805098727345466614e-02
6.166666666666666970e+03,7.553767412900924683e-03
9.250000000000000000e+03,3.305306890979409218e-03
1.233333333333333394e+04,2.034341916441917419e-03
1.541666666666666788e+04,1.637420966289937496e-03
1.850000000000000000e+04,1.660340465605258942e-03
2.158333333333333576e+04,1.529162982478737831e-03
2.466666666666666788e+04,1.315442495979368687e-03
2.775000000000000000e+04,1.220798236317932606e-03
3.083333333333333576e+04,1.232139882631599903e-03
3.391666666666667152e+04,1.038007321767508984e-03
3.700000000000000000e+04,9.567569359205663204e-04
4.008333333333333576e+04,8.432838367298245430e-04
4.316666666666667152e+04,8.170618093572556973e-04
4.625000000000000000e+04,8.185153710655868053e-04
4.933333333333333576e+04,7.250946364365518093e-04
5.241666666666667152e+04,7.020637276582419872e-04
5.550000000000000000e+04,6.009629578329622746e-04
5.858333333333333576e+04,6.008768687024712563e-04
6.166666666666667152e+04,6.012976518832147121e-04
6.475000000000000000e+04,6.012603989802300930e-04
6.783333333333334303e+04,6.006615003570914268e-04
7.091666666666667152e+04,6.000731373205780983e-04
7.400000000000000000e+04,6.001334986649453640e-04
7.708333333333334303e+04,6.006503826938569546e-04
8.016666666666667152e+04,5.006141727790236473e-04
8.325000000000000000e+04,5.002043908461928368e-04
8.633333333333334303e+04,5.003052647225558758e-04
8.941666666666667152e+04,5.002177786082029343e-04
9.250000000000000000e+04,5.002637626603245735e-04
9.558333333333334303e+04,5.000205710530281067e-04
9.866666666666667152e+04,5.000553792342543602e-04
1.017500000000000000e+05,5.000872770324349403e-04
1.048333333333333430e+05,5.000182427465915680e-04
1.079166666666666715e+05,5.000274395570158958e-04
1.110000000000000000e+05,5.000164965167641640e-04
