# Iterations, accuracy
0.000000000000000000e+00,6.405000090599060059e-01
3.083333333333333485e+03,7.670000195503234863e-01
6.166666666666666970e+03,7.725000381469726562e-01
9.250000000000000000e+03,7.755000591278076172e-01
1.233333333333333394e+04,7.765000462532043457e-01
1.541666666666666788e+04,7.820000648498535156e-01
1.850000000000000000e+04,7.805000543594360352e-01
2.158333333333333576e+04,7.815000414848327637e-01
2.466666666666666788e+04,7.810000181198120117e-01
2.775000000000000000e+04,7.810000181198120117e-01
3.083333333333333576e+04,7.805000543594360352e-01
3.391666666666667152e+04,7.815000414848327637e-01
3.700000000000000000e+04,7.820000648498535156e-01
4.008333333333333576e+04,7.805000543594360352e-01
4.316666666666667152e+04,7.815000414848327637e-01
4.625000000000000000e+04,7.810000181198120117e-01
4.933333333333333576e+04,7.810000181198120117e-01
5.241666666666667152e+04,7.810000181198120117e-01
5.550000000000000000e+04,7.800000309944152832e-01
5.858333333333333576e+04,7.810000181198120117e-01
6.166666666666667152e+04,7.820000648498535156e-01
6.475000000000000000e+04,7.825000286102294922e-01
6.783333333333334303e+04,7.825000286102294922e-01
7.091666666666667152e+04,7.825000286102294922e-01
7.400000000000000000e+04,7.795000076293945312e-01
7.708333333333334303e+04,7.820000648498535156e-01
8.016666666666667152e+04,7.790000438690185547e-01
8.325000000000000000e+04,7.780000567436218262e-01
8.633333333333334303e+04,7.765000462532043457e-01
8.941666666666667152e+04,7.775000333786010742e-01
9.250000000000000000e+04,7.805000543594360352e-01
9.558333333333334303e+04,7.800000309944152832e-01
9.866666666666667152e+04,7.795000076293945312e-01
1.017500000000000000e+05,7.795000076293945312e-01
1.048333333333333430e+05,7.810000181198120117e-01
1.079166666666666715e+05,7.810000181198120117e-01
1.110000000000000000e+05,7.815000414848327637e-01
