# n,accuracy
0.000000000000000000e+00,5.120000243186950684e-01
1.000654878847413265e+01,6.630000472068786621e-01
2.001309757694826530e+01,6.860000491142272949e-01
3.001964636542239617e+01,7.075000405311584473e-01
4.002619515389653060e+01,7.195000052452087402e-01
5.003274394237066502e+01,7.265000343322753906e-01
6.003929273084479235e+01,7.310000061988830566e-01
7.004584151931892677e+01,7.335000634193420410e-01
8.005239030779306120e+01,7.340000271797180176e-01
9.005893909626719562e+01,7.385000586509704590e-01
1.000654878847413300e+02,7.430000305175781250e-01
1.100720366732154645e+02,7.440000176429748535e-01
1.200785854616895847e+02,7.465000152587890625e-01
1.300851342501637191e+02,7.475000619888305664e-01
1.400916830386378535e+02,7.485000491142272949e-01
1.500982318271119880e+02,7.490000128746032715e-01
1.601047806155861224e+02,7.530000209808349609e-01
1.701113294040602568e+02,7.555000185966491699e-01
1.801178781925343912e+02,7.570000290870666504e-01
1.901244269810085257e+02,7.575000524520874023e-01
2.001309757694826601e+02,7.590000629425048828e-01
2.101375245579567945e+02,7.605000138282775879e-01
2.201440733464309290e+02,7.605000138282775879e-01
2.301506221349050634e+02,7.630000114440917969e-01
2.401571709233791694e+02,7.625000476837158203e-01
2.501637197118533038e+02,7.640000581741333008e-01
2.601702685003274382e+02,7.635000348091125488e-01
2.701768172888016011e+02,7.635000348091125488e-01
2.801833660772757071e+02,7.640000581741333008e-01
2.901899148657498699e+02,7.650000452995300293e-01
3.001964636542239759e+02,7.640000581741333008e-01
3.102030124426981388e+02,7.645000219345092773e-01
3.202095612311722448e+02,7.650000452995300293e-01
3.302161100196463508e+02,7.650000452995300293e-01
3.402226588081205136e+02,7.645000219345092773e-01
3.502292075965946196e+02,7.655000090599060059e-01
3.602357563850687825e+02,7.655000090599060059e-01
3.702423051735428885e+02,7.645000219345092773e-01
3.802488539620170513e+02,7.670000195503234863e-01
3.902554027504911573e+02,7.690000534057617188e-01
4.002619515389653202e+02,7.695000171661376953e-01
4.102685003274394262e+02,7.705000638961791992e-01
4.202750491159135890e+02,7.710000276565551758e-01
4.302815979043876951e+02,7.725000381469726562e-01
4.402881466928618579e+02,7.725000381469726562e-01
4.502946954813359639e+02,7.710000276565551758e-01
4.603012442698101268e+02,7.715000510215759277e-01
4.703077930582842328e+02,7.710000276565551758e-01
4.803143418467583388e+02,7.715000510215759277e-01
4.903208906352325016e+02,7.735000252723693848e-01
5.003274394237066076e+02,7.730000615119934082e-01
5.103339882121807705e+02,7.740000486373901367e-01
5.203405370006548765e+02,7.740000486373901367e-01
5.303470857891289825e+02,7.740000486373901367e-01
5.403536345776032022e+02,7.750000357627868652e-01
5.503601833660773082e+02,7.770000100135803223e-01
5.603667321545514142e+02,7.735000252723693848e-01
5.703732809430255202e+02,7.745000123977661133e-01
5.803798297314997399e+02,7.750000357627868652e-01
5.903863785199738459e+02,7.775000333786010742e-01
6.003929273084479519e+02,7.775000333786010742e-01
