# Iterations, training_loss
0.000000000000000000e+00,1.907046396354417084e-07
8.131147540983606632e+03,6.815615627431270696e-09
1.626229508196721326e+04,1.643497338221777682e-09
2.439344262295082081e+04,8.880582935688607904e-10
3.252459016393442653e+04,6.073243574711284509e-10
4.065573770491803589e+04,4.625585747763949485e-10
4.878688524590164161e+04,3.728403974445626545e-10
5.691803278688524733e+04,3.124629166517678414e-10
6.504918032786885306e+04,2.691467049231732744e-10
7.318032786885245878e+04,2.357090078675128098e-10
8.131147540983607178e+04,2.100432466844992518e-10
8.944262295081967022e+04,1.894312207095794065e-10
9.757377049180328322e+04,1.722828962824607402e-10
1.057049180327868817e+05,1.581854924825876196e-10
1.138360655737704947e+05,1.458613646532214148e-10
1.219672131147540931e+05,1.358759355030159099e-10
1.300983606557377061e+05,1.268601890203058247e-10
1.382295081967213191e+05,1.187275278091703967e-10
1.463606557377049176e+05,1.121822079674927863e-10
1.544918032786885160e+05,1.058241272389182086e-10
1.626229508196721436e+05,1.002636723645977668e-10
1.707540983606557420e+05,9.547059670600432923e-11
1.788852459016393404e+05,9.098945208396713724e-11
1.870163934426229389e+05,8.683794655572896204e-11
1.951475409836065664e+05,8.309605781242623834e-11
2.032786885245901649e+05,7.953736974597447329e-11
2.114098360655737633e+05,7.649693378741773131e-11
2.195409836065573909e+05,7.352117525893930861e-11
2.276721311475409893e+05,7.076055713595152952e-11
2.358032786885245878e+05,6.814149244860345789e-11
2.439344262295081862e+05,6.604538443921725843e-11
2.520655737704918138e+05,6.369119814886303743e-11
2.601967213114754122e+05,6.166602645185648157e-11
2.683278688524590107e+05,5.959798626831158685e-11
2.764590163934426382e+05,5.776329761730814027e-11
2.845901639344262076e+05,5.617418336045787441e-11
2.927213114754098351e+05,5.472870420741848818e-11
3.008524590163934627e+05,5.310381648304662860e-11
3.089836065573770320e+05,5.159159904843946265e-11
3.171147540983606596e+05,5.030901736868820251e-11
3.252459016393442871e+05,4.904629827273687681e-11
3.333770491803278564e+05,4.785965027065408606e-11
3.415081967213114840e+05,4.659458929801019167e-11
3.496393442622951115e+05,4.551204552116772106e-11
3.577704918032786809e+05,4.450795287880282558e-11
3.659016393442623084e+05,4.353113008948028551e-11
3.740327868852458778e+05,4.244832610411641838e-11
3.821639344262295053e+05,4.150721433227033685e-11
3.902950819672131329e+05,4.066235542721230445e-11
3.984262295081967022e+05,3.977034673807722243e-11
4.065573770491803298e+05,3.895294850564390288e-11
4.146885245901639573e+05,3.822189439950385292e-11
4.228196721311475267e+05,3.731758305147714339e-11
4.309508196721311542e+05,3.665791975526744295e-11
4.390819672131147818e+05,3.592864200596679325e-11
4.472131147540983511e+05,3.532285228202702854e-11
4.553442622950819787e+05,3.457305622345252516e-11
4.634754098360656062e+05,3.396080638928822282e-11
4.716065573770491756e+05,3.349427679655292422e-11
4.797377049180328031e+05,3.270780521424931919e-11
4.878688524590163724e+05,3.222992706053418033e-11
4.960000000000000000e+05,3.167351450561461945e-11
