# n, training_loss
0.000000000000000000e+00,2.496065944433212280e-01
1.000020000400007980e+01,1.837533563375473022e-01
2.000040000800015960e+01,8.300678431987762451e-02
3.000060001200024118e+01,1.951534859836101532e-02
4.000080001600031920e+01,3.620103001594543457e-03
5.000100002000039723e+01,1.112457481212913990e-03
6.000120002400048236e+01,5.664287018589675426e-04
7.000140002800056038e+01,3.882848541252315044e-04
8.000160003200063841e+01,3.084218478761613369e-04
9.000180003600071643e+01,2.626793575473129749e-04
1.000020000400007945e+02,2.314050943823531270e-04
1.100022000440008725e+02,2.073789364658296108e-04
1.200024000480009647e+02,1.877009635791182518e-04
1.300026000520010427e+02,1.710003853077068925e-04
1.400028000560011208e+02,1.565640268381685019e-04
1.500030000600011988e+02,1.439381885575130582e-04
1.600032000640012768e+02,1.327963109361007810e-04
1.700034000680013548e+02,1.229038607561960816e-04
1.800036000720014329e+02,1.140801032306626439e-04
1.900038000760015109e+02,1.061811708495952189e-04
2.000040000800015889e+02,9.908495849231258035e-05
2.100042000840016669e+02,9.268331632483750582e-05
2.200044000880017450e+02,8.688872185302898288e-05
2.300046000920018230e+02,8.162455924320966005e-05
2.400048000960019294e+02,7.682940486120060086e-05
2.500050001000020075e+02,7.245222514029592276e-05
2.600052001040020855e+02,6.844440213171765208e-05
2.700054001080021635e+02,6.476516864495351911e-05
2.800056001120022415e+02,6.138016760814934969e-05
2.900058001160023196e+02,5.825759944855235517e-05
3.000060001200023976e+02,5.537035758607089520e-05
3.100062001240024756e+02,5.269518078421242535e-05
3.200064001280025536e+02,5.021232209401205182e-05
3.300066001320026317e+02,4.790364255313761532e-05
3.400068001360027097e+02,4.575399725581519306e-05
3.500070001400027877e+02,4.374863419798202813e-05
3.600072001440028657e+02,4.187511149211786687e-05
3.700074001480029438e+02,4.012219505966641009e-05
3.800076001520030218e+02,3.847902553388848901e-05
3.900078001560030998e+02,3.693662074510939419e-05
4.000080001600031778e+02,3.548627501004375517e-05
4.100082001640032558e+02,3.412098521948792040e-05
4.200084001680033339e+02,3.283410114818252623e-05
4.300086001720034119e+02,3.162002758472226560e-05
4.400088001760034899e+02,3.047325299121439457e-05
4.500090001800035679e+02,2.938871875812765211e-05
4.600092001840036460e+02,2.836204839695710689e-05
4.700094001880037240e+02,2.738917646638583392e-05
4.800096001920038589e+02,2.646608845680020750e-05
4.900098001960039369e+02,2.558962114562746137e-05
5.000100002000040149e+02,2.475650580890942365e-05
5.100102002040040929e+02,2.396373383817262948e-05
5.200104002080041710e+02,2.320888779649976641e-05
5.300106002120041921e+02,2.248958844575099647e-05
5.400108002160043270e+02,2.180350384151097387e-05
5.500110002200043482e+02,2.114873132086358964e-05
5.600112002240044831e+02,2.052298441412858665e-05
5.700114002280045042e+02,1.992457691812887788e-05
5.800116002320046391e+02,1.935206091729924083e-05
5.900118002360046603e+02,1.880391209851950407e-05
6.000120002400047952e+02,1.827879168558865786e-05
6.100122002440048163e+02,1.777544821379706264e-05
6.200124002480049512e+02,1.729272480588406324e-05
6.300126002520049724e+02,1.682953916315454990e-05
6.400128002560051073e+02,1.638489629840478301e-05
6.500130002600052421e+02,1.595775393070653081e-05
6.600132002640052633e+02,1.554721893626265228e-05
6.700134002680053982e+02,1.515240001026540995e-05
6.800136002720054194e+02,1.477248406445141882e-05
6.900138002760055542e+02,1.440668620489304885e-05
7.000140002800055754e+02,1.405430066370172426e-05
7.100142002840057103e+02,1.371459984511602670e-05
7.200144002880057315e+02,1.338702895736787468e-05
7.300146002920058663e+02,1.307104230363620445e-05
7.400148002960058875e+02,1.276603052247082815e-05
7.500150003000060224e+02,1.247165164386387914e-05
7.600152003040060436e+02,1.218737634189892560e-05
7.700154003080061784e+02,1.191268711409065872e-05
7.800156003120061996e+02,1.164716923085507005e-05
7.900158003160063345e+02,1.139047890319488943e-05
8.000160003200063557e+02,1.114226688514463603e-05
8.100162003240064905e+02,1.090207388187991455e-05
8.200164003280065117e+02,1.066953609552001581e-05
8.300166003320066466e+02,1.044431155605707318e-05
8.400168003360066677e+02,1.022614196699578315e-05
8.500170003400068026e+02,1.001479449769249186e-05
8.600172003440068238e+02,9.809941730054561049e-06
8.700174003480069587e+02,9.611219866201281548e-06
8.800176003520069798e+02,9.418416993867140263e-06
8.900178003560071147e+02,9.231342119164764881e-06
9.000180003600071359e+02,9.049726941157132387e-06
9.100182003640072708e+02,8.873388651409186423e-06
9.200184003680072919e+02,8.702096238266676664e-06
9.300186003720074268e+02,8.535696906619705260e-06
9.400188003760074480e+02,8.373996024602092803e-06
9.500190003800075829e+02,8.216811693273484707e-06
9.600192003840077177e+02,8.063969289651140571e-06
9.700194003880077389e+02,7.915255991974845529e-06
9.800196003920078738e+02,7.770592674205545336e-06
9.900198003960078950e+02,7.629793799424078315e-06
1.000020000400008030e+03,7.492726126656634733e-06
1.010020200404008051e+03,7.359268693107878789e-06
1.020020400408008186e+03,7.229228685901034623e-06
1.030020600412008207e+03,7.102534709702013060e-06
1.040020800416008342e+03,6.979068530199583620e-06
1.050021000420008477e+03,6.858753749838797376e-06
1.060021200424008384e+03,6.741458491887897253e-06
1.070021400428008519e+03,6.627096809097565711e-06
1.080021600432008654e+03,6.515546374430414289e-06
1.090021800436008789e+03,6.406747161236125976e-06
1.100022000440008696e+03,6.300593213381944224e-06
1.110022200444008831e+03,6.196979029482463375e-06
1.120022400448008966e+03,6.095858225307893008e-06
1.130022600452009101e+03,5.997118023515213281e-06
1.140022800456009008e+03,5.900683845538878813e-06
1.150023000460009143e+03,5.806467015645466745e-06
1.160023200464009278e+03,5.714442977478029206e-06
1.170023400468009413e+03,5.624515324598178267e-06
1.180023600472009321e+03,5.536635399039369076e-06
1.190023800476009455e+03,5.450738626677775756e-06
1.200024000480009590e+03,5.366769983083941042e-06
1.210024200484009725e+03,5.284685812512179837e-06
1.220024400488009633e+03,5.204398348723771051e-06
1.230024600492009768e+03,5.125847110321046785e-06
1.240024800496009902e+03,5.049007540947059169e-06
1.250025000500010037e+03,4.973792783857788891e-06
1.260025200504009945e+03,4.900190106127411127e-06
1.270025400508010080e+03,4.828152668778784573e-06
1.280025600512010215e+03,4.757622264150995761e-06
1.290025800516010349e+03,4.688565695687429979e-06
1.300026000520010484e+03,4.620910203811945394e-06
1.310026200524010392e+03,4.554680799628840759e-06
1.320026400528010527e+03,4.489773800742113963e-06
1.330026600532010661e+03,4.426191480888519436e-06
1.340026800536010796e+03,4.363883363112108782e-06
1.350027000540010704e+03,4.302804427425144240e-06
1.360027200544010839e+03,4.242949671606766060e-06
1.370027400548010974e+03,4.184290446573868394e-06
1.380027600552011108e+03,4.126760359213221818e-06
1.390027800556011016e+03,4.070366685482440516e-06
1.400028000560011151e+03,4.015060312667628750e-06
1.410028200564011286e+03,3.960823050874751061e-06
1.420028400568011421e+03,3.907620339305140078e-06
1.430028600572011328e+03,3.855431259580655023e-06
1.440028800576011463e+03,3.804220568781602196e-06
1.450029000580011598e+03,3.753973942366428673e-06
1.460029200584011733e+03,3.704659548020572402e-06
1.470029400588011640e+03,3.656262606455129571e-06
1.480029600592011775e+03,3.608743554650573060e-06
1.490029800596011910e+03,3.562095798770315014e-06
1.500030000600012045e+03,3.516316382956574671e-06
1.510030200604011952e+03,3.471340733085526153e-06
1.520030400608012087e+03,3.427175215620081872e-06
1.530030600612012222e+03,3.383796411071671173e-06
1.540030800616012357e+03,3.341182718941126950e-06
1.550031000620012264e+03,3.299330955996992998e-06
