# Iterations, training_loss
0.000000000000000000e+00,1.304456591606140137e-02
3.071428571428571558e+03,3.354986198246479034e-03
6.142857142857143117e+03,1.339594949968159199e-03
9.214285714285713766e+03,9.305914863944053650e-04
1.228571428571428623e+04,8.510741754435002804e-04
1.535714285714285870e+04,6.278603104874491692e-04
1.842857142857142753e+04,6.006277399137616158e-04
2.150000000000000000e+04,5.069806356914341450e-04
2.457142857142857247e+04,5.013160407543182373e-04
2.764285714285714494e+04,5.016815848648548126e-04
3.071428571428571740e+04,5.004910053685307503e-04
3.378571428571428987e+04,5.002195248380303383e-04
3.685714285714285506e+04,5.000570090487599373e-04
3.992857142857142753e+04,5.000713281333446503e-04
4.300000000000000000e+04,5.000500823371112347e-04
4.607142857142857247e+04,5.000383243896067142e-04
4.914285714285714494e+04,5.000310484319925308e-04
5.221428571428571740e+04,5.000260425731539726e-04
5.528571428571428987e+04,5.000124219805002213e-04
5.835714285714286234e+04,5.000100936740636826e-04
6.142857142857143481e+04,5.000084056518971920e-04
6.450000000000000000e+04,5.000156816095113754e-04
6.757142857142857974e+04,5.000142846256494522e-04
7.064285714285714494e+04,5.000131204724311829e-04
7.371428571428571013e+04,5.000114324502646923e-04
7.678571428571428987e+04,5.000112578272819519e-04
7.985714285714285506e+04,5.000105011276900768e-04
8.292857142857143481e+04,5.000098026357591152e-04
8.600000000000000000e+04,5.000092787668108940e-04
8.907142857142857974e+04,5.000086384825408459e-04
9.214285714285714494e+04,5.000082310289144516e-04
9.521428571428572468e+04,5.000078817829489708e-04
9.828571428571428987e+04,5.000075325369834900e-04
1.013571428571428551e+05,5.000064847990870476e-04
1.044285714285714348e+05,5.000068340450525284e-04
1.075000000000000000e+05,5.000065430067479610e-04
1.105714285714285797e+05,5.000062519684433937e-04
1.136428571428571449e+05,5.000060191377997398e-04
1.167142857142857247e+05,5.000057280994951725e-04
1.197857142857142899e+05,5.000056116841733456e-04
1.228571428571428696e+05,5.000052624382078648e-04
1.259285714285714348e+05,5.000050296075642109e-04
1.290000000000000000e+05,5.000047967769205570e-04
