# Iterations, training_loss
0.000000000000000000e+00,3.120774868875741959e-03
5.084745762711864700e+03,5.579452263191342354e-04
1.016949152542372940e+04,2.095626987284049392e-04
1.525423728813559501e+04,2.013122284552082419e-04
2.033898305084745880e+04,2.001921820919960737e-04
2.542372881355932259e+04,2.000118693104013801e-04
3.050847457627119002e+04,2.001037064474076033e-04
3.559322033898305381e+04,2.000104868784546852e-04
4.067796610169491760e+04,2.000048552872613072e-04
4.576271186440678139e+04,2.000026724999770522e-04
5.084745762711864518e+04,2.000014210352674127e-04
5.593220338983050897e+04,2.000014210352674127e-04
6.101694915254238003e+04,2.000113017857074738e-04
6.610169491525423655e+04,2.000097738346084952e-04
7.118644067796610761e+04,2.000086533371359110e-04
7.627118644067796413e+04,2.000077220145612955e-04
8.135593220338983519e+04,2.000069798668846488e-04
8.644067796610170626e+04,2.000063832383602858e-04
9.152542372881356278e+04,2.000058884732425213e-04
9.661016949152543384e+04,2.000054373638704419e-04
1.016949152542372904e+05,2.000050735659897327e-04
1.067796610169491614e+05,2.000047097681090236e-04
1.118644067796610179e+05,2.000044332817196846e-04
1.169491525423728890e+05,2.000041713472455740e-04
1.220338983050847601e+05,2.000039530685171485e-04
1.271186440677966166e+05,2.000036620302125812e-04
1.322033898305084731e+05,2.000034728553146124e-04
1.372881355932203587e+05,2.000032109208405018e-04
1.423728813559322152e+05,2.000029926421120763e-04
1.474576271186440717e+05,2.000028325710445642e-04
1.525423728813559283e+05,2.000026724999770522e-04
1.576271186440678139e+05,2.000005479203537107e-04
1.627118644067796704e+05,2.000027598114684224e-04
1.677966101694915269e+05,2.000026724999770522e-04
1.728813559322034125e+05,2.000025706365704536e-04
1.779661016949152690e+05,2.000024542212486267e-04
1.830508474576271256e+05,2.000006352318450809e-04
1.881355932203389821e+05,2.000023378059267998e-04
1.932203389830508677e+05,2.000022068386897445e-04
1.983050847457627242e+05,2.000021631829440594e-04
2.033898305084745807e+05,2.000021195271983743e-04
2.084745762711864663e+05,2.000020176637917757e-04
2.135593220338983228e+05,2.000020031118765473e-04
2.186440677966101794e+05,2.000019012484699488e-04
2.237288135593220359e+05,2.000018575927242637e-04
2.288135593220339215e+05,2.000016393139958382e-04
2.338983050847457780e+05,2.000016829697415233e-04
2.389830508474576345e+05,2.000016102101653814e-04
2.440677966101695201e+05,2.000015665544196963e-04
2.491525423728813767e+05,2.000007516471669078e-04
2.542372881355932332e+05,2.000007807509973645e-04
2.593220338983050897e+05,2.000007516471669078e-04
2.644067796610169462e+05,2.000007516471669078e-04
2.694915254237288027e+05,2.000007807509973645e-04
2.745762711864407174e+05,2.000008535105735064e-04
2.796610169491525739e+05,2.000008244067430496e-04
2.847457627118644305e+05,2.000008098548278213e-04
2.898305084745762870e+05,2.000007516471669078e-04
2.949152542372881435e+05,2.000007370952516794e-04
3.000000000000000000e+05,2.000007079914212227e-04
