# Iterations, accuracy
0.000000000000000000e+00,8.205000162124633789e-01
8.571428571428570649e+03,8.775000572204589844e-01
1.714285714285714130e+04,8.850000500679016113e-01
2.571428571428571013e+04,8.890000581741333008e-01
3.428571428571428260e+04,8.915000557899475098e-01
4.285714285714285506e+04,8.930000662803649902e-01
5.142857142857142026e+04,8.925000429153442383e-01
5.999999999999999272e+04,8.940000534057617188e-01
6.857142857142856519e+04,8.925000429153442383e-01
7.714285714285713038e+04,8.925000429153442383e-01
8.571428571428571013e+04,8.945000171661376953e-01
9.428571428571427532e+04,8.940000534057617188e-01
1.028571428571428405e+05,8.935000300407409668e-01
1.114285714285714203e+05,8.965000510215759277e-01
1.200000000000000000e+05,8.940000534057617188e-01
