# Iterations, training_loss
0.000000000000000000e+00,5.011731386184692383e-02
1.923076923076923094e+03,2.956460230052471161e-02
3.846153846153846189e+03,2.024167031049728394e-02
5.769230769230769511e+03,1.383204944431781769e-02
7.692307692307692378e+03,8.983512409031391144e-03
9.615384615384615245e+03,1.060719881206750870e-02
1.153846153846153902e+04,6.146801635622978210e-03
1.346153846153846098e+04,5.047106184065341949e-03
1.538461538461538476e+04,4.471154883503913879e-03
1.730769230769230853e+04,3.962035290896892548e-03
1.923076923076923049e+04,3.198711434379220009e-03
2.115384615384615245e+04,2.814370905980467796e-03
2.307692307692307804e+04,2.454445697367191315e-03
2.500000000000000000e+04,2.311276271939277649e-03
2.692307692307692196e+04,2.206800272688269615e-03
2.884615384615384755e+04,2.016959246248006821e-03
3.076923076923076951e+04,1.634257030673325062e-03
3.269230769230769147e+04,1.706789713352918625e-03
3.461538461538461706e+04,1.519696437753736973e-03
3.653846153846153902e+04,1.458561629988253117e-03
3.846153846153846098e+04,1.311171450652182102e-03
4.038461538461538294e+04,1.340818125754594803e-03
4.230769230769230489e+04,1.006858656182885170e-03
4.423076923076923413e+04,1.165891881100833416e-03
4.615384615384615608e+04,9.497453575022518635e-04
4.807692307692307804e+04,9.679434588178992271e-04
5.000000000000000000e+04,9.444291936233639717e-04
5.192307692307692196e+04,9.043915779329836369e-04
5.384615384615384392e+04,8.829776779748499393e-04
5.576923076923077315e+04,9.086906211450695992e-04
5.769230769230769511e+04,9.105819626711308956e-04
5.961538461538461706e+04,7.141875103116035461e-04
6.153846153846153902e+04,6.930669769644737244e-04
6.346153846153846098e+04,7.114536128938198090e-04
6.538461538461538294e+04,6.959719466976821423e-04
6.730769230769231217e+04,6.672043818980455399e-04
6.923076923076923413e+04,6.204419769346714020e-04
7.115384615384615608e+04,6.214247550815343857e-04
7.307692307692307804e+04,6.591314449906349182e-04
7.500000000000000000e+04,6.234626052901148796e-04
