# Iterations, training_loss
0.000000000000000000e+00,2.442169189453125000e-01
3.090909090909090810e+04,1.744136959314346313e-01
6.181818181818181620e+04,1.394115239381790161e-01
9.272727272727272066e+04,1.075262650847434998e-01
1.236363636363636324e+05,7.661759853363037109e-02
1.545454545454545296e+05,5.731222406029701233e-02
1.854545454545454413e+05,4.960430413484573364e-02
2.163636363636363531e+05,3.179758787155151367e-02
2.472727272727272648e+05,3.622502088546752930e-02
2.781818181818181765e+05,2.453486807644367218e-02
3.090909090909090592e+05,3.170607984066009521e-02
3.400000000000000000e+05,2.994125708937644958e-02
3.709090909090908826e+05,2.655076980590820312e-02
4.018181818181818235e+05,5.403663963079452515e-02
4.327272727272727061e+05,2.082925662398338318e-02
4.636363636363636469e+05,3.724396601319313049e-02
4.945454545454545296e+05,2.324629202485084534e-02
5.254545454545454122e+05,3.157980367541313171e-02
5.563636363636363531e+05,1.962560042738914490e-02
5.872727272727272939e+05,2.173848077654838562e-02
6.181818181818181183e+05,1.182546187192201614e-02
6.490909090909090592e+05,1.637475565075874329e-02
6.800000000000000000e+05,2.315695770084857941e-02
7.109090909090909408e+05,1.778097636997699738e-02
7.418181818181817653e+05,1.102376636117696762e-02
7.727272727272727061e+05,2.189780957996845245e-02
8.036363636363636469e+05,1.695068366825580597e-02
8.345454545454544714e+05,1.094538625329732895e-02
8.654545454545454122e+05,1.397292781621217728e-02
8.963636363636363531e+05,1.014326047152280807e-02
9.272727272727272939e+05,1.391902379691600800e-02
9.581818181818181183e+05,1.163175050169229507e-02
9.890909090909090592e+05,1.598945632576942444e-02
1.020000000000000000e+06,1.024644076824188232e-02
