# Iterations, accuracy
0.000000000000000000e+00,5.762699842453002930e-01
3.090909090909090810e+04,6.504499912261962891e-01
6.181818181818181620e+04,7.736999988555908203e-01
9.272727272727272066e+04,8.247299790382385254e-01
1.236363636363636324e+05,8.523799777030944824e-01
1.545454545454545296e+05,8.718099594116210938e-01
1.854545454545454413e+05,8.853499889373779297e-01
2.163636363636363531e+05,8.949199914932250977e-01
2.472727272727272648e+05,9.013599753379821777e-01
2.781818181818181765e+05,9.071099758148193359e-01
3.090909090909090592e+05,9.108199477195739746e-01
3.400000000000000000e+05,9.130100011825561523e-01
3.709090909090908826e+05,9.149000048637390137e-01
4.018181818181818235e+05,9.166699647903442383e-01
4.327272727272727061e+05,9.181299805641174316e-01
4.636363636363636469e+05,9.189499616622924805e-01
4.945454545454545296e+05,9.197700023651123047e-01
5.254545454545454122e+05,9.202199578285217285e-01
5.563636363636363531e+05,9.203299880027770996e-01
5.872727272727272939e+05,9.209499955177307129e-01
6.181818181818181183e+05,9.216399788856506348e-01
6.490909090909090592e+05,9.215700030326843262e-01
6.800000000000000000e+05,9.221099615097045898e-01
7.109090909090909408e+05,9.221699833869934082e-01
7.418181818181817653e+05,9.224799871444702148e-01
7.727272727272727061e+05,9.221999645233154297e-01
8.036363636363636469e+05,9.222099781036376953e-01
8.345454545454544714e+05,9.219699501991271973e-01
8.654545454545454122e+05,9.227100014686584473e-01
8.963636363636363531e+05,9.224500060081481934e-01
9.272727272727272939e+05,9.226199984550476074e-01
9.581818181818181183e+05,9.225599765777587891e-01
9.890909090909090592e+05,9.228599667549133301e-01
1.020000000000000000e+06,9.226899743080139160e-01
