# Iterations, accuracy
0.000000000000000000e+00,5.565000176429748535e-01
3.088235294117646845e+03,7.790000438690185547e-01
6.176470588235293690e+03,7.790000438690185547e-01
9.264705882352940534e+03,7.860000133514404297e-01
1.235294117647058738e+04,7.860000133514404297e-01
1.544117647058823422e+04,7.885000109672546387e-01
1.852941176470588107e+04,7.860000133514404297e-01
2.161764705882352791e+04,7.830000519752502441e-01
2.470588235294117476e+04,7.825000286102294922e-01
2.779411764705882160e+04,7.825000286102294922e-01
3.088235294117646845e+04,7.825000286102294922e-01
3.397058823529411166e+04,7.840000391006469727e-01
3.705882352941176214e+04,7.785000205039978027e-01
4.014705882352941262e+04,7.825000286102294922e-01
4.323529411764705583e+04,7.830000519752502441e-01
4.632352941176469903e+04,7.830000519752502441e-01
4.941176470588234952e+04,7.820000648498535156e-01
5.250000000000000000e+04,7.815000414848327637e-01
5.558823529411764321e+04,7.815000414848327637e-01
5.867647058823528641e+04,7.805000543594360352e-01
6.176470588235293690e+04,7.805000543594360352e-01
6.485294117647058738e+04,7.800000309944152832e-01
6.794117647058822331e+04,7.805000543594360352e-01
7.102941176470587379e+04,7.815000414848327637e-01
7.411764705882352428e+04,7.815000414848327637e-01
7.720588235294117476e+04,7.815000414848327637e-01
8.029411764705882524e+04,7.825000286102294922e-01
8.338235294117646117e+04,7.825000286102294922e-01
8.647058823529411166e+04,7.830000519752502441e-01
8.955882352941176214e+04,7.830000519752502441e-01
9.264705882352939807e+04,7.830000519752502441e-01
9.573529411764704855e+04,7.830000519752502441e-01
9.882352941176469903e+04,7.830000519752502441e-01
1.019117647058823495e+05,7.825000286102294922e-01
1.050000000000000000e+05,7.825000286102294922e-01
