# Iterations, training_loss
0.000000000000000000e+00,2.979993522167205811e-01
3.088235294117646845e+03,3.820135816931724548e-02
6.176470588235293690e+03,1.523420959711074829e-02
9.264705882352940534e+03,5.660436116158962250e-03
1.235294117647058738e+04,2.536712912842631340e-03
1.544117647058823422e+04,1.123337307944893837e-03
1.852941176470588107e+04,8.762578945606946945e-04
2.161764705882352791e+04,7.566456915810704231e-04
2.470588235294117476e+04,4.804625932592898607e-04
2.779411764705882160e+04,3.476767451502382755e-04
3.088235294117646845e+04,3.274730988778173923e-04
3.397058823529411166e+04,3.066069330088794231e-04
3.705882352941176214e+04,2.093283110298216343e-04
4.014705882352941262e+04,2.144419850083068013e-04
4.323529411764705583e+04,2.108695480274036527e-04
4.632352941176469903e+04,2.050095499726012349e-04
4.941176470588234952e+04,2.040562103502452374e-04
5.250000000000000000e+04,2.004211855819448829e-04
5.558823529411764321e+04,2.002813271246850491e-04
5.867647058823528641e+04,2.003103436436504126e-04
6.176470588235293690e+04,2.000739477807655931e-04
6.485294117647058738e+04,2.000447275349870324e-04
6.794117647058822331e+04,2.000255044549703598e-04
7.102941176470587379e+04,2.000789099838584661e-04
7.411764705882352428e+04,2.000726235564798117e-04
7.720588235294117476e+04,2.000532549573108554e-04
8.029411764705882524e+04,2.000597887672483921e-04
8.338235294117646117e+04,2.000546810450032353e-04
8.647058823529411166e+04,2.000267995754256845e-04
8.955882352941176214e+04,2.000231907004490495e-04
9.264705882352939807e+04,2.000208623940125108e-04
9.573529411764704855e+04,2.000188833335414529e-04
9.882352941176469903e+04,2.000174426939338446e-04
1.019117647058823495e+05,2.000159001909196377e-04
1.050000000000000000e+05,2.000147360377013683e-04
