# Iterations, training_loss
0.000000000000000000e+00,3.701531291007995605e-01
3.022556390977443698e+03,9.952152520418167114e-02
6.045112781954887396e+03,3.919788822531700134e-02
9.067669172932332003e+03,1.880738884210586548e-02
1.209022556390977479e+04,1.063932199031114578e-02
1.511278195488721758e+04,5.572413560003042221e-03
1.813533834586466401e+04,3.474210621789097786e-03
2.115789473684210679e+04,2.010500524193048477e-03
2.418045112781954958e+04,1.481751445680856705e-03
2.720300751879699237e+04,1.081668771803379059e-03
3.022556390977443516e+04,9.434322128072381020e-04
3.324812030075187795e+04,8.904041023924946785e-04
3.627067669172932801e+04,8.502950659021735191e-04
3.929323308270677080e+04,8.296590531244874001e-04
4.231578947368421359e+04,8.150867070071399212e-04
4.533834586466165638e+04,8.104396401904523373e-04
4.836090225563909917e+04,8.052507182583212852e-04
5.138345864661654196e+04,8.033490739762783051e-04
5.440601503759398474e+04,7.033643778413534164e-04
5.742857142857142753e+04,7.018483011052012444e-04
6.045112781954887032e+04,5.031955661252140999e-04
6.347368421052632038e+04,5.025464924983680248e-04
6.649624060150375590e+04,5.017126095481216908e-04
6.951879699248120596e+04,5.012951442040503025e-04
7.254135338345865603e+04,5.008461303077638149e-04
7.556390977443609154e+04,5.005782586522400379e-04
7.858646616541354160e+04,5.004279082641005516e-04
8.160902255639097712e+04,5.003168480470776558e-04
8.463157894736842718e+04,5.002585821785032749e-04
8.765413533834586269e+04,4.004063957836478949e-04
9.067669172932331276e+04,4.002986242994666100e-04
9.369924812030074827e+04,4.002229543402791023e-04
9.672180451127819833e+04,4.002098576165735722e-04
9.974436090225564840e+04,4.001766210421919823e-04
1.027669172932330839e+05,4.001459456048905849e-04
1.057894736842105340e+05,4.001283668912947178e-04
1.088120300751879695e+05,4.001126799266785383e-04
1.118345864661654196e+05,4.000854969490319490e-04
1.148571428571428551e+05,4.000689368695020676e-04
1.178796992481203051e+05,4.000396293122321367e-04
1.209022556390977406e+05,4.000393673777580261e-04
1.239248120300751907e+05,4.000349435955286026e-04
1.269473684210526408e+05,4.000365152023732662e-04
1.299699248120300763e+05,4.000528715550899506e-04
1.329924812030075118e+05,4.000479239039123058e-04
1.360150375939849764e+05,4.000356129836291075e-04
1.390375939849624119e+05,4.000345943495631218e-04
1.420601503759398474e+05,4.000474291387945414e-04
1.450827067669173121e+05,4.000450135208666325e-04
1.481052631578947476e+05,4.000404733233153820e-04
1.511278195488721831e+05,4.000388144049793482e-04
1.541503759398496186e+05,4.000376502517610788e-04
1.571729323308270832e+05,4.000373301096260548e-04
1.601954887218045187e+05,4.000353801529854536e-04
1.632180451127819542e+05,4.000343324150890112e-04
1.662406015037593897e+05,4.000329936388880014e-04
1.692631578947368544e+05,4.000318294856697321e-04
1.722857142857142899e+05,4.000306944362819195e-04
1.753082706766917254e+05,4.000296466983854771e-04
1.783308270676691900e+05,4.000286571681499481e-04
1.813533834586466255e+05,4.000276094302535057e-04
1.843759398496240610e+05,4.000268236268311739e-04
1.873984962406014965e+05,4.000260378234088421e-04
1.904210526315789612e+05,4.000252520199865103e-04
1.934436090225563967e+05,4.000244953203946352e-04
1.964661654135338322e+05,4.000237968284636736e-04
