# Iterations, accuracy
0.000000000000000000e+00,5.830000042915344238e-01
3.230769230769230944e+03,6.290000081062316895e-01
6.461538461538461888e+03,6.395000219345092773e-01
9.692307692307693287e+03,6.395000219345092773e-01
1.292307692307692378e+04,6.440000534057617188e-01
1.615384615384615427e+04,6.455000042915344238e-01
1.938461538461538657e+04,6.445000171661376953e-01
2.261538461538461706e+04,6.450000405311584473e-01
2.584615384615384755e+04,6.435000300407409668e-01
2.907692307692307804e+04,6.420000195503234863e-01
3.230769230769230853e+04,6.445000171661376953e-01
3.553846153846153902e+04,6.435000300407409668e-01
3.876923076923077315e+04,6.435000300407409668e-01
4.200000000000000000e+04,6.420000195503234863e-01
