# Iterations, training_loss
0.000000000000000000e+00,2.170440256595611572e-01
3.037037037037036862e+04,2.199304550886154175e-01
6.074074074074073724e+04,1.987597495317459106e-01
9.111111111111110949e+04,2.071062922477722168e-01
1.214814814814814745e+05,2.210315465927124023e-01
1.518518518518518540e+05,2.274704873561859131e-01
1.822222222222222190e+05,1.940791755914688110e-01
2.125925925925925840e+05,1.995414197444915771e-01
2.429629629629629490e+05,1.689727455377578735e-01
2.733333333333333139e+05,1.779382377862930298e-01
3.037037037037037080e+05,2.099884599447250366e-01
3.340740740740740439e+05,2.025557309389114380e-01
3.644444444444444380e+05,1.671693772077560425e-01
3.948148148148147739e+05,1.547502279281616211e-01
4.251851851851851679e+05,1.581368595361709595e-01
4.555555555555555038e+05,1.567415297031402588e-01
4.859259259259258979e+05,1.315837055444717407e-01
5.162962962962962920e+05,1.411123871803283691e-01
5.466666666666666279e+05,1.675314754247665405e-01
5.770370370370369637e+05,1.149648278951644897e-01
6.074074074074074160e+05,1.077650934457778931e-01
6.377777777777777519e+05,1.242362037301063538e-01
6.681481481481480878e+05,1.171152219176292419e-01
6.985185185185184237e+05,1.009836792945861816e-01
7.288888888888888760e+05,1.319856196641921997e-01
7.592592592592592118e+05,1.172632500529289246e-01
7.896296296296295477e+05,1.257832199335098267e-01
8.200000000000000000e+05,9.193661808967590332e-02
8.503703703703703359e+05,1.168523058295249939e-01
8.807407407407406718e+05,8.874426782131195068e-02
9.111111111111110076e+05,1.156209856271743774e-01
9.414814814814814599e+05,1.013979315757751465e-01
9.718518518518517958e+05,1.025709435343742371e-01
1.002222222222222132e+06,8.097038418054580688e-02
1.032592592592592584e+06,9.269652515649795532e-02
1.062962962962962920e+06,7.633779197931289673e-02
1.093333333333333256e+06,8.588199317455291748e-02
1.123703703703703592e+06,9.435886144638061523e-02
1.154074074074073927e+06,7.422563433647155762e-02
1.184444444444444263e+06,9.372713416814804077e-02
1.214814814814814832e+06,8.044169098138809204e-02
1.245185185185185168e+06,9.567334502935409546e-02
1.275555555555555504e+06,6.110154092311859131e-02
1.305925925925925840e+06,8.227815479040145874e-02
1.336296296296296176e+06,6.942799687385559082e-02
1.366666666666666511e+06,7.255335152149200439e-02
1.397037037037036847e+06,7.175126671791076660e-02
1.427407407407407416e+06,6.402539461851119995e-02
1.457777777777777752e+06,6.668908149003982544e-02
1.488148148148148088e+06,8.343519270420074463e-02
1.518518518518518424e+06,7.106650620698928833e-02
1.548888888888888760e+06,7.073326408863067627e-02
1.579259259259259095e+06,6.906949728727340698e-02
1.609629629629629431e+06,5.244818329811096191e-02
1.640000000000000000e+06,6.472879648208618164e-02
1.670370370370370336e+06,7.807846367359161377e-02
1.700740740740740672e+06,7.008538395166397095e-02
1.731111111111111008e+06,5.856902524828910828e-02
1.761481481481481344e+06,4.492741450667381287e-02
1.791851851851851679e+06,5.011786893010139465e-02
1.822222222222222015e+06,5.680742114782333374e-02
1.852592592592592584e+06,5.272814631462097168e-02
1.882962962962962920e+06,6.485517323017120361e-02
1.913333333333333256e+06,3.121548891067504883e-02
1.943703703703703592e+06,5.267100408673286438e-02
1.974074074074073927e+06,4.929064586758613586e-02
2.004444444444444263e+06,5.318263918161392212e-02
2.034814814814814599e+06,5.532615631818771362e-02
2.065185185185185168e+06,3.852227330207824707e-02
2.095555555555555504e+06,5.127458646893501282e-02
2.125925925925925840e+06,5.138594657182693481e-02
2.156296296296296176e+06,4.790454730391502380e-02
2.186666666666666511e+06,4.019685834646224976e-02
2.217037037037036847e+06,3.645449131727218628e-02
2.247407407407407183e+06,4.448997601866722107e-02
2.277777777777777519e+06,4.023451730608940125e-02
2.308148148148147855e+06,3.830898180603981018e-02
2.338518518518518191e+06,5.757814273238182068e-02
2.368888888888888527e+06,5.745298415422439575e-02
2.399259259259259328e+06,3.057457879185676575e-02
2.429629629629629664e+06,3.626466915011405945e-02
2.460000000000000000e+06,3.303915634751319885e-02
