# Iterations, training_loss
0.000000000000000000e+00,8.463124930858612061e-02
1.923076923076923094e+03,5.519300326704978943e-02
3.846153846153846189e+03,3.854471072554588318e-02
5.769230769230769511e+03,2.857781574130058289e-02
7.692307692307692378e+03,1.481520663946866989e-02
9.615384615384615245e+03,1.026891916990280151e-02
1.153846153846153902e+04,5.921089556068181992e-03
1.346153846153846098e+04,6.063303444534540176e-03
1.538461538461538476e+04,5.011110566556453705e-03
1.730769230769230853e+04,2.406393643468618393e-03
1.923076923076923049e+04,2.378912176936864853e-03
2.115384615384615245e+04,1.685032388195395470e-03
2.307692307692307804e+04,2.311153803020715714e-03
2.500000000000000000e+04,1.808976288884878159e-03
2.692307692307692196e+04,1.696280203759670258e-03
2.884615384615384755e+04,1.353952102363109589e-03
3.076923076923076951e+04,1.347976503893733025e-03
3.269230769230769147e+04,1.574125490151345730e-03
3.461538461538461706e+04,8.606744813732802868e-04
3.653846153846153902e+04,9.682497475296258926e-04
3.846153846153846098e+04,1.847687526606023312e-03
4.038461538461538294e+04,1.812363043427467346e-03
4.230769230769230489e+04,1.629190752282738686e-03
4.423076923076923413e+04,1.440548337996006012e-03
4.615384615384615608e+04,1.212553819641470909e-03
4.807692307692307804e+04,1.047716708853840828e-03
5.000000000000000000e+04,8.748499676585197449e-04
5.192307692307692196e+04,6.345066358335316181e-04
5.384615384615384392e+04,8.063875138759613037e-04
5.576923076923077315e+04,7.726249168626964092e-04
5.769230769230769511e+04,6.649839342571794987e-04
5.961538461538461706e+04,4.607310693245381117e-04
6.153846153846153902e+04,8.271075785160064697e-04
6.346153846153846098e+04,7.775513222441077232e-04
6.538461538461538294e+04,3.372194769326597452e-04
6.730769230769231217e+04,2.479684771969914436e-04
6.923076923076923413e+04,4.696820979006588459e-04
7.115384615384615608e+04,6.645690300501883030e-04
7.307692307692307804e+04,1.040585484588518739e-04
7.500000000000000000e+04,3.000132564920932055e-04
