# Iterations, accuracy
0.000000000000000000e+00,5.730000138282775879e-01
3.093750000000000000e+03,6.230000257492065430e-01
6.187500000000000000e+03,6.365000009536743164e-01
9.281250000000000000e+03,6.330000162124633789e-01
1.237500000000000000e+04,6.390000581741333008e-01
1.546875000000000000e+04,6.425000429153442383e-01
1.856250000000000000e+04,6.430000066757202148e-01
2.165625000000000000e+04,6.405000090599060059e-01
2.475000000000000000e+04,6.410000324249267578e-01
2.784375000000000000e+04,6.450000405311584473e-01
3.093750000000000000e+04,6.440000534057617188e-01
3.403125000000000000e+04,6.425000429153442383e-01
3.712500000000000000e+04,6.410000324249267578e-01
4.021875000000000000e+04,6.425000429153442383e-01
4.331250000000000000e+04,6.425000429153442383e-01
4.640625000000000000e+04,6.390000581741333008e-01
4.950000000000000000e+04,6.375000476837158203e-01
5.259375000000000000e+04,6.385000348091125488e-01
5.568750000000000000e+04,6.360000371932983398e-01
5.878125000000000000e+04,6.380000114440917969e-01
6.187500000000000000e+04,6.360000371932983398e-01
6.496875000000000000e+04,6.320000290870666504e-01
6.806250000000000000e+04,6.315000057220458984e-01
7.115625000000000000e+04,6.330000162124633789e-01
7.425000000000000000e+04,6.325000524520874023e-01
7.734375000000000000e+04,6.335000395774841309e-01
8.043750000000000000e+04,6.345000267028808594e-01
8.353125000000000000e+04,6.355000138282775879e-01
8.662500000000000000e+04,6.345000267028808594e-01
8.971875000000000000e+04,6.355000138282775879e-01
9.281250000000000000e+04,6.335000395774841309e-01
9.590625000000000000e+04,6.320000290870666504e-01
9.900000000000000000e+04,6.330000162124633789e-01
