# Iterations, training_loss
0.000000000000000000e+00,3.079122602939605713e-01
3.022058823529411711e+03,2.444621548056602478e-02
6.044117647058823422e+03,4.867643583565950394e-03
9.066176470588234224e+03,3.090713638812303543e-03
1.208823529411764684e+04,1.095863175578415394e-03
1.511029411764705947e+04,8.201633463613688946e-04
1.813235294117646845e+04,7.776863058097660542e-04
2.115441176470588107e+04,7.725400500930845737e-04
2.417647058823529369e+04,6.022156449034810066e-04
2.719852941176470631e+04,4.683991719502955675e-04
3.022058823529411893e+04,4.607616283465176821e-04
3.324264705882353155e+04,4.127953434363007545e-04
3.626470588235293690e+04,3.331516345497220755e-04
3.928676470588234952e+04,3.173936856910586357e-04
4.230882352941176214e+04,3.050133527722209692e-04
4.533088235294117476e+04,3.022091113962233067e-04
4.835294117647058738e+04,3.011084045283496380e-04
5.137500000000000000e+04,2.021784312091767788e-04
5.439705882352941262e+04,2.014194469666108489e-04
5.741911764705882524e+04,2.005701680900529027e-04
6.044117647058823786e+04,2.006768481805920601e-04
6.346323529411764321e+04,2.001072425628080964e-04
6.648529411764706310e+04,2.002930559683591127e-04
6.950735294117647572e+04,1.004550795187242329e-04
7.252941176470587379e+04,1.001648779492825270e-04
7.555147058823528641e+04,1.003498909994959831e-04
7.857352941176469903e+04,1.001509153866209090e-04
8.159558823529411166e+04,1.000287738861516118e-04
8.461764705882352428e+04,1.000900228973478079e-04
8.763970588235293690e+04,1.000439733616076410e-04
9.066176470588234952e+04,1.000333868432790041e-04
9.368382352941176214e+04,1.000080810626968741e-04
9.670588235294117476e+04,1.000116535578854382e-04
9.972794117647058738e+04,1.000037736957892776e-04
1.027500000000000000e+05,1.000114280031993985e-04
1.057720588235294126e+05,1.000106567516922951e-04
1.087941176470588252e+05,1.000100601231679320e-04
1.118161764705882379e+05,1.000131378532387316e-04
1.148382352941176505e+05,1.000096090137958527e-04
1.178602941176470631e+05,1.000090342131443322e-04
1.208823529411764757e+05,1.000085685518570244e-04
1.239044117647058738e+05,1.000079719233326614e-04
1.269264705882352864e+05,1.000073752948082983e-04
